CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
37624;35037624;CAFE FILHO PRESIDENTE;SUL 2;SAO PAULO;;2,96;2,01
37631;35037631;JOCILA PEREIRA GUIMARAES PROFESSORA;GUARULHOS SUL;GUARULHOS;5,51;;
37643;35037643;ANTONIO CARLOS FERREIRA NOBRE PROFESSOR;NORTE 1;SAO PAULO;;4,61;
37655;35037655;UBALDO COSTA LEITE DOUTOR;NORTE 1;SAO PAULO;;3,01;1,67
37667;35037667;PAULO NOGUEIRA FILHO;NORTE 1;SAO PAULO;5,02;;
37679;35037679;EDGARD PIMENTEL REZENDE PROFESSOR;NORTE 1;SAO PAULO;;2,87;1,89
37680;35037680;CRISPIM DE OLIVEIRA PROFESSOR;NORTE 1;SAO PAULO;3,41;;
37692;35037692;ANA SIQUEIRA DA SILVA;NORTE 1;SAO PAULO;;3,54;3,40
37709;35037709;CARLOS FREDERICO WERNECK LACERDA JORNALISTA;NORTE 1;SAO PAULO;;1,79;1,04
37710;35037710;MILTON DA SILVA RODRIGUES PROFESSOR;NORTE 1;SAO PAULO;;;3,81
37722;35037722;CACILDA BECKER;NORTE 1;SAO PAULO;4,45;;
37734;35037734;ARLETE TEREZINHA PIZAO PROFA;NORTE 2;SAO PAULO;4,81;;
37746;35037746;ORLANDO HORACIO VITA PROFESSOR;CENTRO;SAO PAULO;6,34;;
37758;35037758;DAILY RESENDE FRANCA PROFESSOR;CENTRO;SAO PAULO;6,11;;
37761;35037761;YOLANDO MALLOZZI;NORTE 2;SAO PAULO;5,00;;
37771;35037771;LUZIA GODOY PROFA;NORTE 2;SAO PAULO;5,38;;
37783;35037783;VERIDIANA CAMACHO CARVALHO GOMES PROFA;NORTE 2;SAO PAULO;;2,57;1,82
37795;35037795;JUSTINO CARDOSO DR;NORTE 2;SAO PAULO;;3,50;1,44
37801;35037801;JOAQUIM GOUVEIA FRANCO JUNIOR DEPUTADO;LESTE 5;SAO PAULO;4,82;;
37813;35037813;DIDIO DA SILVEIRA BALDY PROF;LESTE 4;SAO PAULO;5,54;;
37837;35037837;LOURDES MARIA DE CAMARGO PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,53;2,96;1,83
37849;35037849;JENI DAVI BACHA PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,78;3,62;2,35
37874;35037874;IGNACIO GIOIA MONSENHOR;TAUBATE;SAO LUIZ DO PARAITINGA;;;2,87
37898;35037898;FELIX GUISARD FILHO DOUTOR;TAUBATE;TAUBATE;;;2,08
37916;35037916;TEIXEIRA POMBO COMENDADOR;PINDAMONHANGABA;TREMEMBE;;;2,11
37928;35037928;SINESIA MARTINI PROFA;AMERICANA;AMERICANA;6,73;;
37936;35037936;IRENE DE ASSIS SAES PROFA;AMERICANA;SANTA BARBARA D'OESTE;;4,38;2,83
37941;35037941;CECILIA DE NEGRI PROFESSORA;SUMARE;SUMARE;5,02;3,79;
37965;35037965;MARIO NATIVIDADE DOUTOR;CAMPINAS LESTE;CAMPINAS;;3,24;
37977;35037977;HELIO NEHRING PROFESSOR;PIRACICABA;PIRACICABA;;3,02;1,85
37989;35037989;LUCIANO GUIDOTTI COMENDADOR;PIRACICABA;PIRACICABA;;2,85;2,74
38003;35038003;IRACEMA DE CASTRO AMARANTE PROFA;BAURU;BAURU;3,37;2,63;
38027;35038027;ALVA FABRI MIRANDA PROFESSORA;JAU;PEDERNEIRAS;;4,18;3,37
38064;35038064;RUBENS PIETRAROIA;BAURU;LENCOIS PAULISTA;;2,78;2,52
38076;35038076;TEREZINHA MARIANO MAGNANI PROFESSORA;OURINHOS;ESPIRITO SANTO DO TURVO;;4,89;2,67
38097;35038097;ITALO BETARELLO;NORTE 1;SAO PAULO;;3,32;2,30
38106;35038106;EDUARDO CARLOS PEREIRA;LESTE 5;SAO PAULO;5,87;;
38118;35038118;ALCEU GUERNER GONZALEZ PROF;LESTE 2;SAO PAULO;4,47;;
38124;35038124;MARIA AUGUSTA SARAIVA DOUTORA;CENTRO;SAO PAULO;5,18;3,90;
38131;35038131;AUGUSTO DO AMARAL DEPUTADO;CENTRO OESTE;SAO PAULO;4,95;4,81;
38143;35038143;CAETANO DE CAMPOS;CENTRO SUL;SAO PAULO;3,95;3,88;2,34
38155;35038155;RUBENS DO AMARAL DEPUTADO;CENTRO SUL;SAO PAULO;6,67;;
38167;35038167;JOSE MARIA WHITAKER DOUTOR;CENTRO SUL;SAO PAULO;;;2,68
38179;35038179;CARLOS PASQUALE PROFESSOR;CENTRO SUL;SAO PAULO;;3,01;
38180;35038180;ARTHUR WOLFF NETTO PROFESSOR;SUL 1;SAO PAULO;4,29;;
38209;35038209;MIGUEL ROQUE PROFESSOR;SUL 1;SAO PAULO;5,50;;
38210;35038210;SALVADOR MOYA;SUL 1;SAO PAULO;;3,76;1,76
38222;35038222;JOSE JOAQUIM CARDOSO DE MELLO NETO PROFESSOR;SUL 2;SAO PAULO;3,63;;
38234;35038234;VICENTE RAO PROFESSOR;SUL 1;SAO PAULO;;3,15;2,14
38246;35038246;EURICO GASPAR DUTRA MARECHAL;SUL 2;SAO PAULO;6,23;;
38258;35038258;FRANCISCO DE PAULA CONCEICAO JUNIOR PROFESSOR;SUL 1;SAO PAULO;4,51;3,22;2,45
38261;35038261;ADRIAO BERNARDES PROF;SUL 3;SAO PAULO;4,69;3,47;1,89
38271;35038271;CALLIA MAESTRO;SUL 3;SAO PAULO;5,06;3,68;2,03
38283;35038283;JOAQUIM ALVARES CRUZ PROF;SUL 3;SAO PAULO;4,47;2,51;2,12
38295;35038295;JOSE LINS DO REGO;SUL 2;SAO PAULO;;;2,17
38301;35038301;MARIA LUIZA DE ANDRADE MARTINS ROQUE PROFA;SUL 3;SAO PAULO;;3,04;1,69
38313;35038313;VERA ATHAYDE PEREIRA PROFA;SUL 3;SAO PAULO;;3,08;2,80
38325;35038325;DR NELSON MANZANARES;CAIEIRAS;CAIEIRAS;;4,32;
38337;35038337;ANA MARIA GARRIDO ORLANDIN PROFA;CAIEIRAS;CAJAMAR;;;1,90
38349;35038349;ROGERIO LEVORIN PROF;CAIEIRAS;FRANCISCO MORATO;;3,04;2,13
38362;35038362;BARTHOLOMEU DE CARLOS;GUARULHOS SUL;GUARULHOS;;3,19;2,30
38374;35038374;ALBERTO BACAN PROFESSOR;GUARULHOS SUL;GUARULHOS;;2,82;1,85
38386;35038386;HYEROCLIO ELOY PESSOA BARROS;JACAREI;SANTA ISABEL;;3,39;2,28
38398;35038398;IVAN BRASIL;JACAREI;GUARAREMA;;3,53;2,78
38428;35038428;ERVIN HORVATH DOUTOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;4,91;2,91;2,37
38453;35038453;JOAO PAULO II;MAUA;MAUA;;4,49;3,19
38465;35038465;JOAO PAULINO DE FARIA JUNIOR PROFESSOR;MAUA;MAUA;6,59;;
38477;35038477;MARLI RAIA REIS PROFESSORA;MAUA;RIBEIRAO PIRES;5,63;4,62;
38489;35038489;SIMAO SALEM REVERENDO;SANTO ANDRE;SANTO ANDRE;5,01;;
38490;35038490;CELESTINO BOURROUL PROFESSOR;SANTO ANDRE;SANTO ANDRE;4,25;;
38519;35038519;MARIA CRISTINA SCHMIDT MIRANDA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,59;2,22
38532;35038532;DIDITA CARDOSO ALVES PROFESSORA;CARAPICUIBA;CARAPICUIBA;5,61;;
38544;35038544;SALOMAO JORGE DEPUTADO;CARAPICUIBA;CARAPICUIBA;;2,89;2,34
38556;35038556;RICARDO ANTONIO PECCHIO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4,00;;
38568;35038568;ODETTE ALGODOAL LANZARA PROFESSORA;CARAPICUIBA;CARAPICUIBA;;2,89;
38581;35038581;ALEXANDRINA BASSITH;TABOAO DA SERRA;EMBU DAS ARTES;;3,01;1,77
38600;35038600;JACQUES KLEIN;TABOAO DA SERRA;EMBU DAS ARTES;4,82;2,76;1,80
38647;35038647;JOSE GERALDO VIEIRA;OSASCO;OSASCO;;;3,78
38684;35038684;GASTAO RAMOS PROFESSOR;OSASCO;OSASCO;;2,98;2,25
38702;35038702;ANTONIO DE ALMEIDA JUNIOR;OSASCO;OSASCO;;2,95;
38726;35038726;TARSILA DO AMARAL;OSASCO;OSASCO;;2,47;2,02
38738;35038738;FRANCISCO MATARAZZO SOBRINHO;OSASCO;OSASCO;;2,15;1,76
38751;35038751;SUELI APARECIDA FIGUEIRA DOS SANTOS PROFESSORA;CARAGUATATUBA;UBATUBA;;3,31;2,39
38763;35038763;DIONISIA BUENO VELLOSO PROFESSORA;CARAGUATATUBA;UBATUBA;;2,35;1,33
38775;35038775;DOMINGOS DE SOUZA PREFEITO;SANTOS;GUARUJA;;4,31;2,81
38805;35038805;JOAO OCTAVIO DOS SANTOS;SANTOS;SANTOS;3,74;2,84;2,02
38830;35038830;OTTONIEL JUNQUEIRA PROFESSOR;SAO VICENTE;PERUIBE;;4,04;2,56
38842;35038842;LUIZ D AUREA PROFESSOR;SAO VICENTE;SAO VICENTE;;3,17;2,05
38866;35038866;SYLVIA NOEMIA DE ALBUQUERQUE MARTINS PROFA;APIAI;APIAI;3,84;3,50;2,05
38878;35038878;JOAO PEDRO DO NASCIMENTO PROF;APIAI;APIAI;3,97;2,58;2,98
38885;35038885;ABDIEL LOPES MONTEIRO PROF;APIAI;RIBEIRAO BRANCO;;3,15;2,09
38908;35038908;MARIA IZABEL CRUZ PIMENTEL DONA;AVARE;AVARE;;2,74;2,56
38921;35038921;SADAMITA IVASSAKI;ITAPETININGA;SAO MIGUEL ARCANJO;;3,95;2,57
38945;35038945;BENEDITO LAZARO DE CAMPOS DR;ITU;ITU;;3,01;2,02
38957;35038957;JORDINA AMARAL ARRUDA PROFESSORA;SOROCABA;SOROCABA;;3,39;2,03
38970;35038970;CLEIDE DA FONSECA FERREIRA PROFA;MOGI MIRIM;MOGI GUACU;;3,26;2,22
38982;35038982;ANTONIO DOS SANTOS PROF;ARARAQUARA;ARARAQUARA;;3,70;2,04
39007;35039007;PEDRO NUNES ROCHA PROF;FRANCA;FRANCA;;3,71;3,03
39019;35039019;ANDRELINO VIEIRA PROFESSOR;SAO CARLOS;SAO CARLOS;5,11;;
39056;35039056;ELVIRA SILVA PROFESSORA;MIRACATU;IGUAPE;;2,40;2,91
39093;35039093;JULIETA TERLIZZI BINDO PROFA;LESTE 4;SAO PAULO;4,89;;
39100;35039100;GASTAO STRANG PROFESSOR;LESTE 5;SAO PAULO;5,85;;
39111;35039111;JAIME CORTESAO;LESTE 5;SAO PAULO;5,46;;
39123;35039123;CHARLES DE GAULLE;LESTE 2;SAO PAULO;;3,39;2,10
39135;35039135;DULCE LEITE DA SILVA PROFA;LESTE 2;SAO PAULO;6,05;;
39147;35039147;MARTHA FIGUEIRA NETTO DA SILVA PROFESSORA;CENTRO SUL;SAO PAULO;;3,14;2,20
39159;35039159;ROBERTO MANGE;SUL 3;SAO PAULO;;3,06;2,31
39172;35039172;ANA LUIZA FLORENCE BORGES PROFA;SUL 3;SAO PAULO;;3,43;2,11
39184;35039184;ROBERTA MARIA LOPES CHAVES PROFESSORA;GUARULHOS NORTE;GUARULHOS;;3,39;
39196;35039196;HORACIO QUAGLIO PROFESSOR;OSASCO;OSASCO;;2,94;2,48
39202;35039202;ZENAIDE FRANCO DE FARIA MELLO PROFA;MOGI MIRIM;MOGI GUACU;;2,63;2,39
39214;35039214;MAXIMO RIBEIRO NUNES PROFESSOR;LESTE 5;SAO PAULO;4,17;;
39226;35039226;LUIZ LAZARO ZAMENHOF DR;NORTE 2;SAO PAULO;4,83;;
39238;35039238;LUCIO DE CARVALHO MARQUES PROFESSOR;LESTE 1;SAO PAULO;5,95;;
39248;35039248;QUINTILIANO JOSE SITRANGULO PROF;LESTE 4;SAO PAULO;4,06;3,61;2,21
39251;35039251;CARLOS HENRIQUE LIBERALLI PROFESSOR;LESTE 3;SAO PAULO;3,43;2,79;1,73
39263;35039263;CHIBATA MIYAKOSHI;LESTE 4;SAO PAULO;;2,38;1,75
39275;35039275;HERMANO RIBEIRO DA SILVA;SUL 1;SAO PAULO;4,53;;
39287;35039287;AYRES NETO DOUTOR;SUL 1;SAO PAULO;;3,19;2,25
39299;35039299;IBRAHIM NOBRE;SUL 1;SAO PAULO;;;3,73
39305;35039305;JOAO ERNESTO DE SOUZA CAMPOS PROFESSOR;SUL 1;SAO PAULO;5,05;;
39317;35039317;FRANCISCO BRASILIENSE FUSCO DOUTOR;SUL 1;SAO PAULO;3,60;2,88;2,43
39329;35039329;HOMERO SILVA;DIADEMA;DIADEMA;;3,03;1,77
39330;35039330;MARIA JOSE MARGATO BROCATTO PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,86;2,30
39342;35039342;JOSE OSCAR ABREU SAMPAIO;NORTE 1;SAO PAULO;4,91;3,58;2,65
39354;35039354;VICTORIO AMERICO FONTANA PROF;LESTE 4;SAO PAULO;4,96;;
39366;35039366;NELLO LORENZON;LESTE 1;SAO PAULO;;2,82;2,05
39378;35039378;MELVIN JONES;CENTRO SUL;SAO PAULO;4,85;;
39385;35039385;BENEDITO FERREIRA DE ALBUQUERQUE PROF;SUL 3;SAO PAULO;3,93;2,80;1,39
39391;35039391;REGINA MIRANDA BRANT DE CARVALHO PROFA;SUL 3;SAO PAULO;3,88;3,08;3,12
39408;35039408;ELYO FERREIRA DE CASTRO PROFESSOR;SUL 2;SAO PAULO;4,08;;
39445;35039445;OZILDE ALBUQUERQUE PASSARELLA DR;CAIEIRAS;MAIRIPORA;;2,93;1,60
39457;35039457;GERALDO BARBOSA DE ALMEIDA PREFEITO;JACAREI;ARUJA;;2,55;1,41
39469;35039469;SERAPHINA RENZI MARTELLO;GUARULHOS NORTE;GUARULHOS;4,42;;
39500;35039500;LIVIO MARCOS GUERCIA PROFESSOR;DIADEMA;DIADEMA;4,35;;
39512;35039512;OLGA FONSECA PROFESSORA;DIADEMA;DIADEMA;5,46;;
39524;35039524;TRISTAO DE ATHAYDE;DIADEMA;DIADEMA;6,15;;
39536;35039536;JULIO PIGNATARI DOUTOR;SANTO ANDRE;SANTO ANDRE;4,52;;
39548;35039548;VLADIMIR HERZOG JORNALISTA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,28;2,55
39559;35039559;MARIO TROMBINI COMENDADOR;CARAGUATATUBA;CARAGUATATUBA;;3,72;2,09
39597;35039597;BENEDITA FREIRE DE MACEDO DONA;JACAREI;JACAREI;;2,98;3,49
39639;35039639;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;JACAREI;JACAREI;;3,00;2,58
39640;35039640;FRANCISCO LOPES DE AZEVEDO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,77;4,54;3,19
39652;35039652;LAURA AUGUSTA DE CARVALHO ROSAS PROFA;JACAREI;JACAREI;;3,26;2,21
39664;35039664;JOSE MARCONDES DE MATTOS DOUTOR;TAUBATE;TAUBATE;;;3,68
39676;35039676;MALVINA LEITE E SILVA PROFESSORA;TAUBATE;CACAPAVA;;3,01;2,19
39688;35039688;MARIA BENEDITA DE ALMEIDA BAIDA PROFA;BOTUCATU;SAO MANUEL;;3,33;1,70
39697;35039697;MARIA APARECIDA JUSTO SALVADOR PROFA;BOTUCATU;PRATANIA;;3,94;2,82
39718;35039718;ALBERTO PEREIRA PROFESSOR;ITARARE;ITABERA;;3,62;2,35
39731;35039731;CELIA VASQUES FERRARI DUCH PROFESSORA;ITAPEVA;TAQUARIVAI;;;2,47
39743;35039743;HELADIO CORREA LAURINI MONSENHOR;ITU;CABREUVA;;3,67;2,92
39755;35039755;MIRINHA TONELLO;ITU;SALTO;;3,28;2,83
39779;35039779;MARIA CANDIDA DE BARROS ARAUJO PROFESSORA;SOROCABA;SOROCABA;4,92;;
39780;35039780;IZABEL RODRIGUES GALVAO PROFESSORA;SOROCABA;SOROCABA;4,83;3,07;2,56
39809;35039809;WILSON PRESTES MIRAMONTES PROFESSOR;VOTORANTIM;VOTORANTIM;;3,85;2,87
39810;35039810;DORTI ZAMBELLO CALIL PROFA;AMERICANA;NOVA ODESSA;;3,35;3,29
39822;35039822;HELOIZA THEREZINHA MURBACH LACAVA PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,61;2,74
39834;35039834;SOLANGE MAURA ALBINO;SUMARE;SUMARE;;2,63;2,31
39846;35039846;ANTONIO ZANAGA PREFEITO;AMERICANA;AMERICANA;;3,24;2,32
39858;35039858;LIOMAR FREITAS CAMARA PROFESSORA;SUMARE;HORTOLANDIA;;;2,92
39861;35039861;YASUO SASAKI;SUMARE;HORTOLANDIA;;3,51;3,08
39895;35039895;BENEDICTA DE SALLES PIMENTEL WUTKE PROFESSORA;CAMPINAS OESTE;CAMPINAS;4,64;3,21;2,05
39901;35039901;CARLOS ALBERTO GALHIEGO PROFESSOR;CAMPINAS OESTE;CAMPINAS;;3,56;1,98
39913;35039913;JOSE NARCISO VIEIRA EHRENBERG PADRE;SUMARE;PAULINIA;;3,05;1,93
39962;35039962;ADIB MIGUEL HADDAD;JUNDIAI;JUNDIAI;;2,92;2,17
39974;35039974;ALBINO MELO DE OLIVEIRA PROFESSOR;JUNDIAI;JUNDIAI;;3,54;2,89
40034;35040034;JOSEPHINA DE CAMARGO NEVES PROFESSORA;JABOTICABAL;GUARIBA;;;2,03
40162;35040162;MARIA EVANILDA GOMES PROFESSORA;PRESIDENTE PRUDENTE;PIRAPOZINHO;;1,88;2,67
40186;35040186;AZARIAS RIBEIRO CEL;ASSIS;MARACAI;;2,92;4,52
40216;35040216;BIECIO DE BRITTO;OURINHOS;SANTA CRUZ DO RIO PARDO;;2,95;2,33
40265;35040265;SANTA RITA DE CASSIA;MIRACATU;MIRACATU;;2,45;2,05
40289;35040289;JOSE ERMIRIO DE MORAES SENADOR;MIRACATU;JUQUIA;;3,44;1,77
40319;35040319;ALFREDO GOMES PROF;NORTE 2;SAO PAULO;4,96;3,49;
40320;35040320;CASSIO CIAMPOLINI DEPUTADO;LESTE 1;SAO PAULO;4,65;;
40332;35040332;ARLINDO PINTO DA SILVA PROF;LESTE 2;SAO PAULO;4,18;2,39;1,86
40356;35040356;OCTAVIO DE ALMEIDA BUENO PROFESSOR;ITARARE;ITAPORANGA;;3,14;2,00
40368;35040368;CONSTANTINO SIMOES DE LIMA PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;;2,99;3,05
40400;35040400;MARIA NEIVA ABDELMASSIH JUSTO PROFESSORA;CAMPINAS OESTE;VALINHOS;;4,31;3,33
40423;35040423;ANTONIO CARLOS COUTO DE BARROS DOUTOR;CAMPINAS LESTE;CAMPINAS;5,48;;
40435;35040435;JOAO SAMPAIO DOUTOR;PIRACICABA;PIRACICABA;;3,22;2,77
40459;35040459;JOAO GUIDOTTI;PIRACICABA;PIRACICABA;;3,78;2,91
40460;35040460;OSMAR BASTOS CONCEICAO PROFESSOR;NORTE 1;SAO PAULO;6,05;;
40472;35040472;ORLANDO SILVA;LESTE 3;SAO PAULO;4,86;;
40496;35040496;TADAO SAKAI VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,86;2,52
40502;35040502;JOSE BARBOSA DE ARAUJO VEREADOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;1,88;1,96
40514;35040514;SEBASTIAO PEREIRA VIDAL;SUZANO;SUZANO;;3,71;2,28
40548;35040548;NESTOR DE CAMARGO PREFEITO;ITAPEVI;BARUERI;;;3,83
40551;35040551;LENIO VIEIRA DE MORAES PROFESSOR;ITAPEVI;BARUERI;;;2,07
40587;35040587;LUIZ PEREIRA SOBRINHO PROFESSOR;CARAPICUIBA;CARAPICUIBA;3,49;3,09;2,15
40599;35040599;JOSE BENICIO DOS SANTOS;CARAPICUIBA;CARAPICUIBA;3,92;;
40605;35040605;JORGE JULIAN;CARAPICUIBA;CARAPICUIBA;;3,01;
40617;35040617;DERVILLE ALLEGRETTI DEPUTADO;CARAPICUIBA;CARAPICUIBA;;2,82;2,09
40629;35040629;MARIA MARQUES DE NORONHA PROFESSORA;CARAPICUIBA;CARAPICUIBA;3,24;;
40654;35040654;MARIA NELIDA SAMPAIO DE MELLO DONA;TABOAO DA SERRA;EMBU DAS ARTES;4,96;3,32;
40666;35040666;ROSANA SUELI FUNARI PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;;3,10;2,27
40678;35040678;RUBEM CARLOS LUDWIG GENERAL;TABOAO DA SERRA;EMBU DAS ARTES;;2,98;2,20
40685;35040685;EDUARDO VAZ DOUTOR;TABOAO DA SERRA;EMBU DAS ARTES;;2,81;1,85
40691;35040691;ISABEL LUCCI DE OLIVEIRA PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;;2,85;2,02
40708;35040708;LEONICE DE AQUINO OLIVEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;;3,04;2,57
40721;35040721;SALVADOR DE LEONE;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;4,79;3,99
40733;35040733;MASSAKO HIGASHIOKA PROFESSORA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,55;3,12
40745;35040745;EDUARDO ROBERTO DAHER;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;4,99;3,20;2,43
40757;35040757;JOAQUIM FERNANDO PAES DE BARROS NETO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;4,24;2,95
40769;35040769;DOMINGOS MIGNONI;TABOAO DA SERRA;TABOAO DA SERRA;;5,02;4,08
40770;35040770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;OSASCO;OSASCO;;3,41;1,81
40800;35040800;ARMANDO GABAN PROFESSOR;OSASCO;OSASCO;;2,99;1,50
40824;35040824;IGNACIO MIGUEL ESTEFNO;SANTOS;GUARUJA;;2,67;1,91
40836;35040836;YONNE CESAR GUAYCURU DE OLIVEIRA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;;2,23
40848;35040848;MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA;APIAI;ITAPIRAPUA PAULISTA;;2,97;2,04
40859;35040859;PROCOPIO FERREIRA;CAMPINAS OESTE;CAMPINAS;5,40;4,10;2,90
40861;35040861;LEONOR ZUHLKE FALSON PROFESSORA;CAMPINAS LESTE;CAMPINAS;4,46;;
40873;35040873;JAMIL GADIA DEPUTADO;CAMPINAS OESTE;CAMPINAS;;4,24;3,78
40885;35040885;JOCENY VILLELA CURADO PROFESSORA;JUNDIAI;JUNDIAI;;3,58;3,56
40939;35040939;CARLOS CHAGAS DR;BAURU;BAURU;4,30;2,20;1,08
40964;35040964;LEONOR RENDESI PROFESSORA;LESTE 1;SAO PAULO;4,82;3,35;2,37
40976;35040976;PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR;LESTE 1;SAO PAULO;;3,05;2,42
40988;35040988;MARIA AUGUSTA CORREA PROFESSORA;LESTE 1;SAO PAULO;4,33;3,58;2,58
40997;35040997;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;SUL 1;SAO PAULO;;2,44;2,34
41002;35041002;RONALDO GARIBALDI PERETTI PROFESSOR;SUL 2;SAO PAULO;;2,96;1,81
41014;35041014;GUIOMAR NOVAES;SUL 1;SAO PAULO;5,47;;
41026;35041026;JOITI HIRATA;SUL 2;SAO PAULO;6,19;;2,61
41038;35041038;ANTONIO MANOEL ALVES DE LIMA;SUL 2;SAO PAULO;;3,17;2,44
41048;35041048;MANOEL TABACOW HIDAL PROFESSOR;SUL 1;SAO PAULO;;2,81;1,78
41051;35041051;CAROLINA CINTRA DA SILVEIRA PROFESSORA;SUL 2;SAO PAULO;;3,40;2,20
41063;35041063;LUIS MAGALHAES DE ARAUJO PROFESSOR;SUL 2;SAO PAULO;;;2,56
41075;35041075;ARTHUR WEINGRILL;CAIEIRAS;MAIRIPORA;;4,62;
41099;35041099;ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR;GUARULHOS NORTE;GUARULHOS;;;2,74
41105;35041105;SYLVIA MAFRA MACHADO PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,74;1,76
41117;35041117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,70;
41129;35041129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,80;
41130;35041130;NARCISO YAGUE GUIMARAES VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,93;2,03
41142;35041142;THIMOTEO VAN DEN BROECK FREI;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,88;
41154;35041154;SILVIA GAMA BALABEN PROFESSORA;ITAQUAQUECETUBA;POA;;3,83;2,87
41166;35041166;JUSTINO MARCONDES RANGEL PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;;2,93;2,21
41178;35041178;OSWALDO LACERDA GOMES CARDIM PROFESSOR;DIADEMA;DIADEMA;;3,84;2,88
41185;35041185;ANA MARIA POPPOVIC;DIADEMA;DIADEMA;;2,90;2,19
41191;35041191;RODRIGO SOARES JUNIOR JORNALISTA;DIADEMA;DIADEMA;5,90;;
41221;35041221;ISAMO SERIKIYAKU PROFESSOR;MAUA;MAUA;3,89;2,69;
41233;35041233;MARIO ALEXANDRE FARO NIERI;MAUA;RIBEIRAO PIRES;5,91;4,55;
41245;35041245;DI CAVALCANTI;MAUA;RIBEIRAO PIRES;;3,62;
41257;35041257;FAUSTINA PINHEIRO SILVA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;5,01;
41269;35041269;DOMINGOS PEIXOTO DA SILVA PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,17;1,94
41270;35041270;JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,00;
41282;35041282;MARIA OSORIO TEIXEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,18;2,28
41294;35041294;JEAN PIAGET;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;5,29;
41300;35041300;NAIL FRANCO DE MELLO BONI PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,07;2,52
41324;35041324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;CARAPICUIBA;CARAPICUIBA;5,25;;
41336;35041336;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;CARAPICUIBA;3,03;2,14;1,85
41348;35041348;BASILIO BOSNIAC;CARAPICUIBA;CARAPICUIBA;4,97;3,68;2,33
41373;35041373;JOAO BATISTA SOLDE;ITAPEVI;JANDIRA;;2,82;1,74
41385;35041385;MOACIR THOMAZ DA SILVA;ITAPEVI;JANDIRA;;3,10;2,04
41439;35041439;OSWALDINA SANTOS PROFA;APIAI;APIAI;4,61;2,60;1,94
41440;35041440;HERMINIA DA SILVEIRA MELLO DONA;APIAI;BARRA DO CHAPEU;;1,98;2,12
41452;35041452;ANEZIA AMORIM MARTINS PROFA;APIAI;ITAOCA;4,47;1,43;2,27
41488;35041488;CANDIDO DE MOURA PROF;MOGI MIRIM;ITAPIRA;;3,26;2,29
41497;35041497;CARLOS LIMA DIAS DOUTOR;SAO JOAO DA BOA VISTA;MOCOCA;;4,01;2,69
41506;35041506;ABELARDO CESAR DOUTOR;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;1,32;1,50;
