CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
16743;35016743;ANTONIETA FERRARESE PROFESSORA;VOTORANTIM;VOTORANTIM;;4,53;3,24
16755;35016755;ARMANDO RIZZO PROFESSOR;VOTORANTIM;VOTORANTIM;;4,21;2,74
16779;35016779;JOSE ERMIRIO DE MORAES SENADOR;VOTORANTIM;VOTORANTIM;;5,37;2,84
16780;35016780;ODILON BATISTA JORDAO VEREADOR;VOTORANTIM;PILAR DO SUL;;;4,54
16792;35016792;ANCHIETA PADRE;VOTORANTIM;PILAR DO SUL;;4,22;3,35
16809;35016809;DANIEL VERANO PROFESSOR;VOTORANTIM;VOTORANTIM;;4,07;3,19
16822;35016822;MARIA PAULA RAMALHO PAES PROFESSORA;VOTORANTIM;PIEDADE;;4,60;
16846;35016846;AFONSO VERGUEIRO DOUTOR;VOTORANTIM;SALTO DE PIRAPORA;;4,00;2,96
16858;35016858;GASPAR RICARDO JUNIOR DR;ITU;IPERO;;;2,36
16861;35016861;ANNA CUEVAS GUIMARAES;VOTORANTIM;SALTO DE PIRAPORA;;3,94;
16871;35016871;JOAO ROSA CORONEL;VOTORANTIM;TAPIRAI;;4,52;3,23
16883;35016883;CARLOS AUGUSTO DE CAMARGO PROFESSOR;VOTORANTIM;PIEDADE;;3,60;2,88
16901;35016901;MARIA ANGELICA BAILLOT PROFESSORA;VOTORANTIM;ARACOIABA DA SERRA;;;3,01
16913;35016913;PEDRO DIAS DE CAMPOS CORONEL;VOTORANTIM;CAPELA DO ALTO;;;3,06
16937;35016937;PEREIRA INACIO COMENDADOR;VOTORANTIM;VOTORANTIM;;3,97;3,13
16949;35016949;OCTAVIO SOARES DE ARRUDA PROF;AMERICANA;AMERICANA;6,20;4,17;
16950;35016950;RISOLETA LOPES ARANHA PROFESSORA;AMERICANA;AMERICANA;;4,27;3,30
16962;35016962;SILVINO JOSE DE OLIVEIRA PROF;AMERICANA;AMERICANA;;4,93;4,31
16974;35016974;SAO VICENTE DE PAULO;AMERICANA;AMERICANA;7,33;;
16986;35016986;JUVELINA DE OLIVEIRA RODRIGUES PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,84;3,09
16998;35016998;ALCINDO SOARES DO NASCIMENTO PROF;AMERICANA;AMERICANA;7,95;;
17000;35017000;INOCENCIO MAIA PROF;AMERICANA;SANTA BARBARA D'OESTE;7,01;;
17012;35017012;JOSE GABRIEL DE OLIVEIRA;AMERICANA;SANTA BARBARA D'OESTE;;5,27;
17036;35017036;JAYME DE BARROS CAMARA DOM;SUMARE;SUMARE;;;4,06
17059;35017059;MARIA GUILHERMINA LOPES FAGUNDES PROFA;AMERICANA;SANTA BARBARA D'OESTE;;4,54;3,60
17061;35017061;ULISSES DE OLIVEIRA VALENTE PROF;AMERICANA;SANTA BARBARA D'OESTE;;4,47;3,69
17073;35017073;LUIZ ALVES CEL;AMERICANA;SANTA BARBARA D'OESTE;;4,21;3,46
17085;35017085;ANTONIO DE ARRUDA RIBEIRO PROF;AMERICANA;SANTA BARBARA D'OESTE;6,53;;
17097;35017097;ANDRE RODRIGUES DE ALKIMIN PROFESSOR;SUMARE;SUMARE;6,42;;
17115;35017115;ELISABETH STEAGALL PIRTOUSCHEG PROFA;AMERICANA;SANTA BARBARA D'OESTE;;5,88;
17139;35017139;MARIA JOSE DE MATTOS GOBBO PROFA;AMERICANA;AMERICANA;;4,66;3,01
17140;35017140;MARIO PATARRA FRATTINI PROF;AMERICANA;AMERICANA;6,98;;
17152;35017152;MAURA ARRUDA GUIDOLIN PROFA;AMERICANA;AMERICANA;6,85;;
17164;35017164;JOAO DE CASTRO GONCALVES DR;AMERICANA;AMERICANA;6,54;;
17176;35017176;MAGI MONSENHOR;AMERICANA;AMERICANA;6,27;3,76;2,68
17188;35017188;ARY MENEGATTO PROF;AMERICANA;AMERICANA;;4,66;3,41
17197;35017197;DELMIRA DE OLIVEIRA LOPES PROFA;AMERICANA;AMERICANA;5,60;;
17206;35017206;HEITOR PENTEADO DR;AMERICANA;AMERICANA;;4,11;2,91
17218;35017218;DILECTA CENEVIVA MARTINELLI PROFA;AMERICANA;AMERICANA;;3,67;
17224;35017224;JOAO XXIII;AMERICANA;AMERICANA;;;4,73
17231;35017231;EMILIO ROMI COMENDADOR;AMERICANA;SANTA BARBARA D'OESTE;;;4,87
17243;35017243;ANGELO CAMPO DALL ORTO;SUMARE;SUMARE;;3,32;3,24
17255;35017255;GUIDO ROSOLEN;SUMARE;HORTOLANDIA;;4,41;3,35
17267;35017267;JOAO FRANCESCHINI;SUMARE;SUMARE;;3,81;2,54
17279;35017279;MANOEL IGNACIO DA SILVA;SUMARE;HORTOLANDIA;;4,89;3,82
17292;35017292;ANTONIO MATARAZZO PROF;AMERICANA;SANTA BARBARA D'OESTE;;5,85;
17309;35017309;JOAO THIENNE DR;AMERICANA;NOVA ODESSA;;4,36;3,11
17310;35017310;WADIH JORGE MALUF;SUMARE;SUMARE;;2,86;2,31
17322;35017322;JOAO SOLIDARIO PEDROSO PROF;AMERICANA;AMERICANA;5,29;;
17334;35017334;OLYMPIA BARTH DE OLIVEIRA PROFA;AMERICANA;AMERICANA;7,11;4,52;3,39
17346;35017346;GERMANO BENENCASE MAESTRO;AMERICANA;AMERICANA;6,39;3,96;3,07
17361;35017361;FRANCISCO TOZZI DR;MOGI MIRIM;AGUAS DE LINDOIA;;;4,98
17401;35017401;JOAO PEDRO DE GODOY MOREIRA CEL;MOGI MIRIM;PEDREIRA;;3,62;2,27
17425;35017425;CLODOVEU BARBOSA PROF;MOGI MIRIM;MONTE ALEGRE DO SUL;;;3,66
17437;35017437;PEDRO DE TOLEDO;MOGI MIRIM;LINDOIA;;;3,87
17450;35017450;IBRANTINA CARDONA;MOGI MIRIM;HOLAMBRA;;;3,23
17498;35017498;FENIZIO MARCHINI PROF;MOGI MIRIM;ITAPIRA;;4,83;3,30
17516;35017516;PEDRO FERREIRA CINTRA PROF;MOGI MIRIM;ITAPIRA;;3,66;2,47
17528;35017528;NOEDIR MAZZINI;MOGI MIRIM;AMPARO;7,41;5,83;
17536;35017536;FRANCISCO DA SILVEIRA FRANCO;MOGI MIRIM;AMPARO;7,91;5,10;3,63
17541;35017541;LUIZ LEITE;MOGI MIRIM;AMPARO;;4,65;4,07
17553;35017553;RANGEL PESTANA;MOGI MIRIM;AMPARO;;3,70;2,86
17565;35017565;NELSON ALVES DE GODOY DR;MOGI MIRIM;AMPARO;6,11;4,61;4,08
17577;35017577;CORIOLANO BURGOS DR;MOGI MIRIM;AMPARO;;;4,32
17590;35017590;ANTONIO CAIO;MOGI MIRIM;ITAPIRA;;3,88;3,04
17619;35017619;JULIO MESQUITA DR;MOGI MIRIM;ITAPIRA;7,08;;
17620;35017620;CAETANO MUNHOZ PREFEITO;MOGI MIRIM;ITAPIRA;;3,60;2,65
17632;35017632;VICENTE RIZZO DR;MOGI MIRIM;AGUAS DE LINDOIA;6,98;3,85;3,06
17644;35017644;JOVINO SILVEIRA DR;MOGI MIRIM;SERRA NEGRA;;4,13;2,61
17656;35017656;SYLVIO DE AGUIAR MAYA DR;MOGI MIRIM;PEDREIRA;;4,17;2,47
17673;35017673;MARIA DO CARMO DE GODOY RAMOS PROFA;MOGI MIRIM;SERRA NEGRA;5,45;4,42;
17681;35017681;ELVIRA SANTOS DE OLIVEIRA DONA;MOGI MIRIM;ITAPIRA;;3,83;2,62
17693;35017693;LOURENCO FRANCO DE OLIVEIRA;MOGI MIRIM;SERRA NEGRA;7,70;;
17700;35017700;CELSO HENRIQUE TOZZI PROFESSOR;CAMPINAS LESTE;JAGUARIUNA;;;4,10
17711;35017711;JOSEPHINA GALVAO DE FRANCA ANDREUCCI PROFESSORA;BRAGANCA PAULISTA;SOCORRO;5,23;4,46;4,13
17735;35017735;NARCISO PIERONI;BRAGANCA PAULISTA;SOCORRO;;3,50;2,80
17759;35017759;JOSE FRANCO CRAVEIRO;BRAGANCA PAULISTA;SOCORRO;;4,47;3,56
17760;35017760;CASPER LIBERO;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,83;2,48
17772;35017772;PAULO SILVA PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;4,18;3,48
17784;35017784;JOSE MAURICIO DA ROCHA DOM;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,80;2,91
17796;35017796;JOSE TAVARES PROFESSOR;BRAGANCA PAULISTA;TUIUTI;;;3,21
17802;35017802;ADELIO FERRAZ DE CASTRO;BRAGANCA PAULISTA;VARGEM;;;2,62
17814;35017814;JOAO ERNESTO FIGUEIREDO CORONEL;BRAGANCA PAULISTA;JOANOPOLIS;;;3,53
17838;35017838;JOAO APOCALIPSE PROFESSOR;BRAGANCA PAULISTA;PEDRA BELA;;;3,34
17848;35017848;FRANCISCO DEROSA;BRAGANCA PAULISTA;NAZARE PAULISTA;;3,09;2,49
17851;35017851;JOAO DE MORAES GOES;BRAGANCA PAULISTA;PIRACAIA;;3,60;3,14
17875;35017875;ESTANISLAU AUGUSTO PROFESSOR;BRAGANCA PAULISTA;PINHALZINHO;;;2,89
17887;35017887;MARIA DO CARMO BARBOSA PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;;4,17;2,42
17899;35017899;MATEUS NUNES DE SIQUEIRA PADRE;BRAGANCA PAULISTA;ATIBAIA;;3,05;2,08
17905;35017905;JOSE SIQUEIRA BUENO;BRAGANCA PAULISTA;PIRACAIA;;3,99;3,26
17917;35017917;GABRIEL DA SILVA PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;5,27;4,74;
17929;35017929;ZILAH BARRETO PACITTI PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;;4,25;2,93
17942;35017942;FRANCISCO DAMANTE PROFESSOR;BRAGANCA PAULISTA;BOM JESUS DOS PERDOES;;3,77;2,82
17954;35017954;CIRCE TEIXEIRA MUSA E SILVA PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;;4,08;2,97
17978;35017978;JOSE GUILHERME;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,68;
17985;35017985;FRANCISCO DE ASSIS GONCALVES CORONEL;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,88;
17991;35017991;ALCINDO BUENO DE ASSIS MINISTRO;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,69;2,99
18004;35018004;FRANCISCO DE AGUIAR PECANHA;BRAGANCA PAULISTA;ATIBAIA;;;3,40
18036;35018036;ISMAEL AGUIAR LEME;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;4,73;
18041;35018041;JUVENAL ALVIM MAJOR;BRAGANCA PAULISTA;ATIBAIA;;5,79;4,88
18053;35018053;JOSE ALVIM;BRAGANCA PAULISTA;ATIBAIA;;4,87;3,63
18065;35018065;CASTORINA CAVALHEIRO DONA;CAMPINAS LESTE;CAMPINAS;7,64;;
18077;35018077;FIRMINO GONCALVES SILVEIRA CORONEL;CAMPINAS LESTE;CAMPINAS;5,45;;
18089;35018089;ANTONIO ALVES ARANHA PROFESSOR;CAMPINAS OESTE;VALINHOS;;;3,69
18107;35018107;FRANCISCO BARRETO LEME;CAMPINAS LESTE;CAMPINAS;6,61;3,91;2,95
18119;35018119;CECILIA PEREIRA PROFESSORA;CAMPINAS LESTE;CAMPINAS;;2,60;1,80
18120;35018120;LUIS GONZAGA DE MOURA MONSENHOR;CAMPINAS LESTE;CAMPINAS;;4,56;3,37
18132;35018132;AMERICO BELLUOMINI PROFESSOR;CAMPINAS OESTE;VALINHOS;;;2,20
18144;35018144;CRISTIANO VOLKART;CAMPINAS LESTE;CAMPINAS;7,01;;
18156;35018156;AUREA ANUNCIACAO AMERICO DE GODOI PROFESSORA;CAMPINAS OESTE;CAMPINAS;5,54;3,72;3,05
18168;35018168;CYRO DE BARROS REZENDE PROFESSOR;CAMPINAS OESTE;VALINHOS;;4,58;3,33
18181;35018181;JOSE LEME DO PRADO PROFESSOR;CAMPINAS OESTE;VALINHOS;;4,52;3,36
18193;35018193;DORA MARIA MACIEL DE CASTRO KANSO PROFESSORA;CAMPINAS LESTE;CAMPINAS;6,08;3,54;
18200;35018200;ANA RITA GODINHO POUSA PROFESSORA;CAMPINAS LESTE;CAMPINAS;;3,37;2,07
18211;35018211;JOSE VILAGELIN NETO PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3,71;3,13
18235;35018235;JOAO LOURENCO RODRIGUES PROFESSOR;CAMPINAS LESTE;CAMPINAS;;4,79;4,23
18247;35018247;FRANCISCO GLICERIO;CAMPINAS LESTE;CAMPINAS;;4,16;3,13
18259;35018259;LUIZ GALHARDO PROFESSOR;CAMPINAS OESTE;CAMPINAS;;5,20;3,62
18260;35018260;ADALBERTO PRADO E SILVA PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3,74;2,93
18272;35018272;THOMAS ALVES DOUTOR;CAMPINAS LESTE;CAMPINAS;4,88;3,87;2,67
18284;35018284;ADALBERTO NASCIMENTO;CAMPINAS LESTE;CAMPINAS;;4,32;2,78
18296;35018296;JOAO NERY DOM;CAMPINAS LESTE;CAMPINAS;;;4,50
18302;35018302;CARLOS GOMES;CAMPINAS LESTE;CAMPINAS;6,07;4,10;3,17
18314;35018314;ANIBAL DE FREITAS PROFESSOR;CAMPINAS LESTE;CAMPINAS;;4,83;4,47
18326;35018326;CULTO A CIENCIA;CAMPINAS LESTE;CAMPINAS;;;4,56
18338;35018338;GUSTAVO MARCONDES;CAMPINAS LESTE;CAMPINAS;;4,83;
18348;35018348;ARTUR SEGURADO;CAMPINAS LESTE;CAMPINAS;8,67;;
18351;35018351;OROSIMBO MAIA;CAMPINAS LESTE;CAMPINAS;;3,60;2,84
18387;35018387;REGINA COUTINHO NOGUEIRA;CAMPINAS LESTE;CAMPINAS;7,24;;
18399;35018399;JOAQUIM FERREIRA LIMA PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,14;3,32;2,28
18417;35018417;PATRIARCA DA INDEPENDENCIA;CAMPINAS OESTE;VINHEDO;;3,59;3,32
18429;35018429;BENEDITO SAMPAIO PROFESSOR;CAMPINAS LESTE;CAMPINAS;;4,85;
18454;35018454;FABIO FARIA DE SYLLOS PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,44;;
18478;35018478;MILTON DE TOLOSA PROFESSOR;CAMPINAS OESTE;CAMPINAS;;3,44;3,35
18485;35018485;MARCELINO VELEZ PROFESSOR;CAMPINAS OESTE;CAMPINAS;7,52;;
18491;35018491;LAIS BERTONI PEREIRA PROFESSORA;CAMPINAS OESTE;CAMPINAS;;3,99;3,57
18508;35018508;LUIZ GONZAGA DA COSTA PROFESSOR;CAMPINAS OESTE;CAMPINAS;6,67;5,20;3,07
18512;35018512;MALLET MARECHAL;CAMPINAS LESTE;CAMPINAS;8,01;;
18521;35018521;GERALDO DE REZENDE BARAO;CAMPINAS LESTE;CAMPINAS;;3,99;2,79
18533;35018533;31 DE MARCO;CAMPINAS LESTE;CAMPINAS;5,69;2,84;2,67
18545;35018545;SOPHIA VELTER SALGADO PROFESSORA;CAMPINAS LESTE;CAMPINAS;7,71;;
18557;35018557;ARY MONTEIRO GALVAO PROFESSOR;CAMPINAS LESTE;CAMPINAS;7,07;;
18569;35018569;DJALMA OCTAVIANO PROFESSOR;CAMPINAS LESTE;CAMPINAS;;;4,76
18570;35018570;JOSE MARIA MATOSINHO;CAMPINAS LESTE;CAMPINAS;;4,05;3,50
18582;35018582;JOSE PEDRO DE OLIVEIRA;CAMPINAS LESTE;CAMPINAS;6,53;;
18594;35018594;JULIO MESQUITA;CAMPINAS OESTE;CAMPINAS;;3,93;3,60
18600;35018600;CELESTINO DE CAMPOS PROFESSOR;CAMPINAS OESTE;CAMPINAS;5,81;;
18612;35018612;CARLOS CRISTOVAM ZINK PROFESSOR;CAMPINAS OESTE;CAMPINAS;6,22;;
18624;35018624;JOAQUIM PEDROSO DE ALVARENGA;CAPIVARI;INDAIATUBA;;3,89;2,94
18659;35018659;GERALDO ENEAS DE CAMPOS PROFESSOR;CAPIVARI;INDAIATUBA;;4,81;
18661;35018661;HELENA DE CAMPOS CAMARGO PROFESSORA;CAPIVARI;INDAIATUBA;;4,88;3,56
18673;35018673;JOSE DE CAMARGO BARROS DOM;CAPIVARI;INDAIATUBA;;4,15;2,94
18697;35018697;JOSE DOS SANTOS PADRE;CAMPINAS OESTE;CAMPINAS;5,19;2,85;2,59
18703;35018703;ANDRE FORT PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,95;;
18715;35018715;ANTONIO VILELA JUNIOR PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,73;3,99;3,76
18727;35018727;ELIAS MASSUD DOUTOR;CAPIVARI;MONTE MOR;;3,74;3,39
18739;35018739;FRANCISCO DE ARAUJO MASCARENHAS DOUTOR;SUMARE;PAULINIA;;4,13;
18740;35018740;EMILIO JOSE SALIM MONSENHOR DOUTOR;CAMPINAS OESTE;CAMPINAS;7,59;;
18764;35018764;ATALIBA NOGUEIRA BARAO;CAMPINAS LESTE;CAMPINAS;;4,41;3,51
18776;35018776;CARLOS LENCASTRE PROFESSOR;CAMPINAS LESTE;CAMPINAS;;5,56;
18788;35018788;HERCY MORAES PROFESSORA;CAMPINAS LESTE;CAMPINAS;;3,84;2,08
18797;35018797;DOM BARRETO;CAMPINAS OESTE;CAMPINAS;6,46;3,85;2,83
18806;35018806;FELIPE CANTUSIO;CAMPINAS LESTE;CAMPINAS;;4,62;3,93
18818;35018818;CASTINAUTA DE BARROS MELLO E ALBUQUERQUE PROFESSORA;CAMPINAS LESTE;CAMPINAS;6,49;3,26;1,79
18824;35018824;MANOEL ALEXANDRE MARCONDES MACHADO DOUTOR;CAMPINAS OESTE;CAMPINAS;7,41;;
18831;35018831;JOAO GUMERCINDO GUIMARAES PROFESSOR;CAMPINAS OESTE;CAMPINAS;6,73;;
18843;35018843;HELIO CERQUEIRA LEITE PROFESSOR;CAPIVARI;INDAIATUBA;;5,63;4,84
18855;35018855;JOSE CARLOS NOGUEIRA REVERENDO PROFESSOR;CAMPINAS OESTE;CAMPINAS;;3,90;2,76
18867;35018867;FRANCISCO ALVARES PROFESSOR;CAMPINAS LESTE;CAMPINAS;;4,63;4,03
18879;35018879;VITOR MEIRELLES;CAMPINAS LESTE;CAMPINAS;;;4,32
18880;35018880;CARLOS FRANCISCO DE PAULA PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3,90;2,46
18892;35018892;PORPHYRIO DA PAZ GENERAL;SUMARE;PAULINIA;;;3,01
18909;35018909;RANDOLFO MOREIRA FERNANDES;CAPIVARI;INDAIATUBA;;3,26;2,56
18910;35018910;NORBERTO DE SOUZA PINTO PROF DOUTOR;CAMPINAS OESTE;CAMPINAS;5,77;3,87;2,09
18922;35018922;GUIDO SEGALHO;CAMPINAS LESTE;CAMPINAS;;4,02;3,07
18934;35018934;CONSUELO FREIRE BRANDAO PROFESSORA;CAMPINAS LESTE;CAMPINAS;6,58;;
18946;35018946;MOYSES HORTA DE MACEDO PROFESSOR;SAO JOAO DA BOA VISTA;TAPIRATIBA;;3,24;2,38
18971;35018971;JOAO DE MOURA GUIMARAES PROFESSOR;SAO JOAO DA BOA VISTA;MOCOCA;6,52;4,60;2,44
18983;35018983;ANTONIO DIAS PASCHOAL PROFESSOR;SAO JOAO DA BOA VISTA;TAMBAU;;3,19;
19008;35019008;DONIZETTI TAVARES DE LIMA PADRE;SAO JOAO DA BOA VISTA;TAMBAU;;4,17;2,71
19012;35019012;JUSTINO GOMES DE CASTRO MAESTRO;SAO JOAO DA BOA VISTA;MOCOCA;;3,20;1,60
19021;35019021;BENJAMIN BASTOS;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;;5,02;
19033;35019033;GILBERTO GIRALDI;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;;4,22;2,80
19045;35019045;STELLA COUVERT RIBEIRO PROFESSORA;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;;4,00;3,22
19057;35019057;ALEXANDRE FLEMING;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;;3,73;3,31
19070;35019070;HILDA SILVA PROFESSORA;SAO JOAO DA BOA VISTA;MOCOCA;7,07;;
19082;35019082;GENY GOMES DONA;SAO JOAO DA BOA VISTA;SAO SEBASTIAO DA GRAMA;;4,37;3,63
19100;35019100;JOAO GABRIEL RIBEIRO DOUTOR;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;6,78;5,67;
19112;35019112;CANDIDO RODRIGUES DOUTOR;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;;4,71;3,37
19124;35019124;RITA DE MACEDO BARRETO PROFESSORA;SAO JOAO DA BOA VISTA;ITOBI;;3,65;2,05
19136;35019136;JORGE LUIZ ABICHABKI PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;5,73;;
19148;35019148;EUCLIDES DA CUNHA;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;;2,85;2,36
19159;35019159;TARQUINIO COBRA OLYNTHO;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;5,87;;
19161;35019161;BARAO DE MONTE SANTO;SAO JOAO DA BOA VISTA;MOCOCA;;4,20;2,72
19197;35019197;OSCAR VILLARES;SAO JOAO DA BOA VISTA;MOCOCA;;4,37;3,29
19203;35019203;BENEDITO FERRAZ BUENO PROFESSOR;SAO JOAO DA BOA VISTA;MOCOCA;5,34;4,23;2,63
19215;35019215;JOAO CID GODOY PROFESSOR;SAO JOAO DA BOA VISTA;MOCOCA;;3,86;2,17
19239;35019239;EDUARDO VICENTE NASSER DEPUTADO;SAO JOAO DA BOA VISTA;DIVINOLANDIA;;4,42;3,72
19240;35019240;OSCAR WALDOMIRO DE VASCONCELLOS PROFESSOR;SAO JOAO DA BOA VISTA;CACONDE;4,01;3,86;2,62
19252;35019252;LAURO DE ARAUJO;SAO JOAO DA BOA VISTA;CASA BRANCA;;4,55;3,06
19288;35019288;FRANCISCO EUGENIO DE LIMA;SAO JOAO DA BOA VISTA;CASA BRANCA;;2,82;1,69
19318;35019318;FERNANDO MAGALHAES PROFESSOR;SAO JOAO DA BOA VISTA;CACONDE;;3,88;2,85
19324;35019324;SYLVIA PORTUGAL GOUVEA DE SYLLOS PROFESSOR A;SAO JOAO DA BOA VISTA;SAO JOSE DO RIO PARDO;7,33;4,63;4,00
19343;35019343;FRANCISCO THOMAZ DE CARVALHO DOUTOR;SAO JOAO DA BOA VISTA;CASA BRANCA;;3,98;2,79
19379;35019379;FRANCISCO NAPOLEAO MAIA PROFESSOR;JUNDIAI;JUNDIAI;;5,08;3,86
19380;35019380;RAFAEL DE OLIVEIRA;JUNDIAI;JUNDIAI;;4,81;3,77
19409;35019409;CECILIA ROLEMBERG PORTO GUELLI PROFESSORA;JUNDIAI;JUNDIAI;;3,62;2,69
19422;35019422;JOSE FELICIANO DE OLIVEIRA PROFESSOR;JUNDIAI;JUNDIAI;;4,23;3,37
19434;35019434;JOSE SILVA JUNIOR PROFESSOR;JUNDIAI;JUNDIAI;;3,89;2,73
19446;35019446;PROFESSORA MARIA DE LOURDES DE FRANÇA SILVEIRA ;JUNDIAI;JUNDIAI;;4,87;3,64
19458;35019458;JOAQUIM ANTONIO LADEIRA PROFESSOR;JUNDIAI;LOUVEIRA;;4,58;3,67
19461;35019461;OSWALDO CAMARGO PIRES PROFESSOR;JUNDIAI;VARZEA PAULISTA;;4,18;
19471;35019471;MARIA DE SAO LUIZ IRMA;JUNDIAI;VARZEA PAULISTA;;4,45;3,08
19483;35019483;TIBURCIO ESTEVAM DE SIQUEIRA;JUNDIAI;VARZEA PAULISTA;;4,68;4,23
19495;35019495;NATHANAEL SILVA PROFESSOR;JUNDIAI;VARZEA PAULISTA;;4,32;3,43
19501;35019501;GABRIEL PAULINO BUENO COUTO BISPO DOM;JUNDIAI;JUNDIAI;;3,96;3,30
19525;35019525;HONORIO HEINRICH BERNARD NACKE MONSENHOR;BRAGANCA PAULISTA;MORUNGABA;;4,00;3,25
19537;35019537;ANTENOR SOARES GANDRA DOUTOR;JUNDIAI;JUNDIAI;;;3,39
19549;35019549;ALBERTO FERREIRA REZENDE PROFESSOR;JUNDIAI;LOUVEIRA;;4,61;3,76
19550;35019550;ANA PINTO DUARTE PAES PROFESSORA;JUNDIAI;JUNDIAI;;4,81;3,89
19604;35019604;IVONY DE CAMARGO SALLES PROFESSORA;JUNDIAI;ITATIBA;;;3,22
19653;35019653;MANOEL JOSE DA FONSECA;JUNDIAI;ITUPEVA;;3,92;3,11
19665;35019665;JOSE POLLI;JUNDIAI;ITUPEVA;;4,08;3,19
19677;35019677;MANUEL EUCLIDES DE BRITO;JUNDIAI;ITATIBA;;;3,66
19690;35019690;BENEDITA ARRUDA PROFESSORA;JUNDIAI;JUNDIAI;;3,99;3,90
19719;35019719;SIQUEIRA DE MORAES CORONEL;JUNDIAI;JUNDIAI;;4,18;3,68
19720;35019720;CONDE DO PARNAIBA;JUNDIAI;JUNDIAI;;;4,77
19732;35019732;BARAO DE JUNDIAI;JUNDIAI;JUNDIAI;;4,03;3,32
19744;35019744;ADONIRO LADEIRA PROFESSOR;JUNDIAI;JUNDIAI;;3,86;3,34
19768;35019768;PAULO MENDES SILVA;JUNDIAI;JUNDIAI;;4,51;3,65
19781;35019781;RAFAEL MAURO DOUTOR;JUNDIAI;JUNDIAI;;4,63;3,88
19800;35019800;ELOY DE MIRANDA CHAVES DOUTOR;JUNDIAI;JUNDIAI;;4,29;3,70
19823;35019823;QUINZE DE OUTUBRO;JUNDIAI;CAMPO LIMPO PAULISTA;;;3,46
19835;35019835;ALBERTINA FORTAREL PROFESSORA;JUNDIAI;JUNDIAI;;5,01;3,71
19859;35019859;DIOGENES DUARTE PAES;JUNDIAI;JUNDIAI;;4,13;2,79
19860;35019860;JERONIMO DE CAMARGO;JUNDIAI;JARINU;;3,93;3,62
19872;35019872;GETULIO NOGUEIRA DE SA PROFESSOR;JUNDIAI;JUNDIAI;;4,49;3,35
19896;35019896;ELZA FACCA MARTINS BONILHA PROFESSORA;JUNDIAI;CAMPO LIMPO PAULISTA;;3,10;2,72
19902;35019902;CESAR LACERDA DE VERGUEIRO SENADOR;PIRASSUNUNGA;ARARAS;7,85;;
19914;35019914;CESARIO COIMBRA DOUTOR;PIRASSUNUNGA;ARARAS;;;3,27
19938;35019938;ANTONIO ALVES CAVALHEIRO;LIMEIRA;ENGENHEIRO COELHO;;3,34;2,73
19975;35019975;PAULO DE ALMEIDA NOGUEIRA DOUTOR;LIMEIRA;COSMOPOLIS;;;4,44
20000;35020000;CESARINO BORBA;LIMEIRA;IRACEMAPOLIS;;4,14;3,25
20011;35020011;BRASIL;LIMEIRA;LIMEIRA;;;3,14
20023;35020023;JOSE OMETTO;PIRASSUNUNGA;ARARAS;8,25;5,14;
20035;35020035;VICENTE FERREIRA DOS SANTOS PROFESSOR;PIRASSUNUNGA;ARARAS;;4,92;3,34
20047;35020047;YOLANDA SALLES CABIANCA PROFESSORA;PIRASSUNUNGA;ARARAS;;3,08;2,54
20059;35020059;FRANCISCO GRAZIANO;PIRASSUNUNGA;ARARAS;;5,15;4,20
20060;35020060;IGNACIO ZURITA JUNIOR;PIRASSUNUNGA;ARARAS;;4,71;
20072;35020072;JUSTINIANO WHITAKER DE OLIVEIRA CORONEL;PIRASSUNUNGA;ARARAS;6,78;;
20084;35020084;LIONS CLUBE;PIRASSUNUNGA;ARARAS;7,19;;
20096;35020096;ANTONIO PERCHES LORDELLO PROFESSOR;LIMEIRA;LIMEIRA;;5,31;4,00
