CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
911537;35911537;DILSON FUNARO MINISTRO;NORTE 2;SAO PAULO;4,02;2,81;1,80
911616;35911616;COMUNIDADE NOSSA SENHORA APARECIDA;LINS;PROMISSAO;;3,89;3,74
911677;35911677;FABIO HACL PINOLA PROF;BRAGANCA PAULISTA;NAZARE PAULISTA;;4,86;4,29
911744;35911744;ROSINA FRAZATTO DOS SANTOS PROFESSORA;CAMPINAS OESTE;CAMPINAS;5,82;;
911860;35911860;RIBEIRINHOS;MIRANTE DO PARANAPANEMA;ROSANA;8,34;4,35;2,21
911884;35911884;MARIA JOSE MORAIS DE CARVALHO PROFESSORA;MIRACATU;MIRACATU;;4,04;2,96
911896;35911896;GUERINO VEDOATO;ARARAQUARA;MATAO;8,50;;
912013;35912013;JULIA RIBEIRO BRETAS PROFA;APIAI;APIAI;5,04;4,71;4,10
912037;35912037;MARIA BERNARDETI FERNANDES RODRIGUES PROFA;APIAI;ITAPIRAPUA PAULISTA;;3,33;3,60
912086;35912086;ROMEU ALBERTI DOM;RIBEIRAO PRETO;RIBEIRAO PRETO;;3,91;2,67
912098;35912098;EDDA CARDOZO DE SOUZA MARCUSSI;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;;2,96;2,22
912177;35912177;HERACLIDES BATALHA DE CAMARGO DESEMBARGADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,71;
912190;35912190;PAULO TAPAJOS;MOGI DAS CRUZES;MOGI DAS CRUZES;4,99;;
912268;35912268;IRINEU MONTEIRO DE PINHO REV;LESTE 1;SAO PAULO;;3,14;1,58
912293;35912293;NEMESIO CANDIDO GOMES;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;4,30;3,08
912300;35912300;JOSE OLYMPIO PEREIRA FILHO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,61;3,04
912311;35912311;MAURICIO ALVES BRAZ VEREADOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,63;3,02
912323;35912323;JOAQUIM GONCALVES FERREIRA DA SILVA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;8,06;3,94;3,13
912335;35912335;FILOMENA HENARES MILANO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,93;1,64
912347;35912347;ROSARIA ISOLINA DE MORAES DONA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;4,05;3,01
912360;35912360;OSMAR TEIXEIRA SERRA REV PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;4,17;2,61;
912384;35912384;MERCEDES VALENTINA GIANNOCARIO PROFESSORA;MAUA;MAUA;5,18;3,17;2,59
912396;35912396;SAO PAULO DA CRUZ;OSASCO;OSASCO;;3,57;2,87
912402;35912402;FRANCISCO DE PAULA TEIXEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;6,53;;
912487;35912487;JOSE LEME LOPES DOUTOR;GUARULHOS NORTE;GUARULHOS;;2,38;1,47
912578;35912578;PAULO AFONSO DE TOLEDO DUARTE PROFESSOR;TABOAO DA SERRA;EMBU DAS ARTES;6,61;4,01;
912585;35912585;MARIA APPARECIDA NIGRO GAVA PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;;3,03;2,36
912612;35912612;ANTONIO JOSE CAMPOS DE MENEZES PROFESSOR;SUZANO;SUZANO;5,72;3,67;
912682;35912682;NEUSA DEMETRIO PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;;3,87;2,84
912712;35912712;JOSE ANTONIO COUTINHO CONDINO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,96;;
912827;35912827;FIORAVANTE LUIZ ANGOLINI;AMERICANA;SANTA BARBARA D'OESTE;;4,37;
912852;35912852;RENATO DE AZEVEDO REZENDE;BRAGANCA PAULISTA;ATIBAIA;7,05;;
912864;35912864;SILES COLI PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;3,74;3,56
912888;35912888;INALDO MANTA DESPORTISTA;BRAGANCA PAULISTA;BRAGANCA PAULISTA;;4,53;3,53
912897;35912897;CLELIA DE BARROS LEITE DA SILVA PROFESSORA;BRAGANCA PAULISTA;NAZARE PAULISTA;5,63;3,48;2,66
912906;35912906;MARIA ODETTE DA SILVEIRA LEITE FRATTINI PROFESSORA;BRAGANCA PAULISTA;SOCORRO;7,42;4,18;3,43
912918;35912918;HELENA JOSE BONFA PROFESSORA;BRAGANCA PAULISTA;SOCORRO;;4,45;3,47
912924;35912924;EUNICE VIRGINIA RAMOS NAVERO PROFESSORA;CAMPINAS LESTE;CAMPINAS;6,82;4,91;2,53
913005;35913005;ANTONIO CARLOS PACHECO E SILVA;CAMPINAS OESTE;CAMPINAS;6,40;;
913017;35913017;CARMELA CHIARA GINEFRA PROFESSORA;CAPIVARI;MONTE MOR;;;4,11
913078;35913078;BENEDICTO LOSCHI;JUNDIAI;JUNDIAI;;4,12;
913157;35913157;ROMANA DE OLIVEIRA SALLES CUNHA PROFA;AMERICANA;SANTA BARBARA D'OESTE;;4,05;2,61
913340;35913340;JOSE LOPES VEREADOR;BOTUCATU;QUADRA;;;4,21
913418;35913418;PAULO EDUARDO OLINTHO REHDER JORNALISTA;ITAQUAQUECETUBA;POA;;;3,07
913424;35913424;ELIANA FISCHER BAMBI DELFINO PINTO PROFESSORA;ITAPECERICA DA SERRA;JUQUITIBA;5,67;4,42;4,16
913431;35913431;ROSSINE CAMARGO GUARNIERI;SUL 3;SAO PAULO;7,12;;
913443;35913443;JOSE DE BARROS MARTINS EDITOR;CAIEIRAS;FRANCISCO MORATO;;3,22;2,03
913455;35913455;JARDIM SAO FRANCISCO;CAIEIRAS;MAIRIPORA;;4,29;
913522;35913522;JAIME DE OLIVEIRA PROF;APIAI;BARRA DO CHAPEU;;4,41;2,98
913534;35913534;TOSHIMARO KACUTA COMENDADOR;APIAI;GUAPIARA;;3,92;3,11
913546;35913546;ANTÔNIO DRAGONE;APIAI;GUAPIARA;;5,22;3,26
913571;35913571;PAULINA DE MORAIS PROFA;APIAI;RIBEIRAO BRANCO;;4,61;3,14
913583;35913583;HIROSHI KOSUGE;APIAI;RIBEIRAO BRANCO;;4,08;2,98
913625;35913625;JADYR GUIMARAES CASTRO PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,35;
913649;35913649;UMBERTO CONTE CHECCHIA PROFESSOR;LESTE 1;SAO PAULO;6,95;;
913662;35913662;ROMILDA LAZARA PILLON DOS SANTOS PROFESSORA;MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;6,55;6,26;5,01
913674;35913674;FRANCISCO FERREIRA DE SOUZA PROFESSOR;MIRANTE DO PARANAPANEMA;TEODORO SAMPAIO;6,79;7,51;4,78
913736;35913736;ORLANDO DA COSTA TELLES;SAO CARLOS;IBATE;;4,05;2,78
913741;35913741;BENEDICTO RODRIGUES PROFESSOR;VOTORANTIM;SALTO DE PIRAPORA;;5,88;
913765;35913765;LUIZ CARLOS GOMES;BAURU;BAURU;5,78;;
913807;35913807;OMAR DAIBERT REVERENDO;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,38;2,86
913820;35913820;FRANCISCO VOCCIO;NORTE 2;SAO PAULO;;;2,88
913832;35913832;MARIA APARECIDA FELIX PORTO PROFESSORA;GUARULHOS SUL;GUARULHOS;;4,04;2,77
913856;35913856;ESMERALDA MILANO MARONI PROFESSORA;BIRIGUI;BIRIGUI;;3,41;2,80
913868;35913868;LUIZA MARIA BERNARDES NORY PROFESSORA;PENAPOLIS;PENAPOLIS;;3,44;2,56
913923;35913923;PAULO LUIZ DECOURT PROFESSOR;CAMPINAS OESTE;CAMPINAS;6,25;3,85;3,02
913972;35913972;DEOLINDA MANEIRA SEVERO PROFESSORA;CAPIVARI;INDAIATUBA;;3,86;2,50
913984;35913984;ANTONIO MOBILI PADRE;CAMPINAS OESTE;CAMPINAS;5,32;4,18;2,75
913996;35913996;ANNA CALVO DE GODOY PROFESSORA;CAMPINAS LESTE;JAGUARIUNA;;;3,25
914009;35914009;JOANA DE AGUIRRE MARINS PEIXOTO PROFESSORA;CAPIVARI;MONTE MOR;;3,79;2,61
914010;35914010;ANA FERRARI ROSSI;MOGI MIRIM;PEDREIRA;;3,62;2,30
914137;35914137;AUGUSTO MELEGA;PIRACICABA;PIRACICABA;;3,50;2,76
914174;35914174;JOANNA DI FELIPPE PROFESSORA;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;;4,60;
914198;35914198;AMELIA LOPES ANDERS PROFA;MARILIA;MARILIA;;3,70;2,44
914265;35914265;ANGELINA LIA ROLFSEN PROFA;ARARAQUARA;ARARAQUARA;;2,57;2,53
914290;35914290;LAURA DE MELLO FRANCO PROFA;FRANCA;FRANCA;;3,18;2,51
914307;35914307;SERGIO LECA TEIXEIRA PROF;FRANCA;FRANCA;;3,41;2,28
914356;35914356;BASILIO RODRIGUES DA SILVA PROFESSOR;SERTAOZINHO;PONTAL;;5,06;3,51
914368;35914368;ARIOVALDO DA FONSECA PROF DR;TAQUARITINGA;IBITINGA;;3,52;2,95
914373;35914373;NILTON ROBERT PROSPERO PROF;TAQUARITINGA;ITAPOLIS;8,92;;
914411;35914411;DARCY FEDERICI PACHECO PROFESSOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,33;2,57
914435;35914435;CELIA KEIKO IKEDA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3,21;
914459;35914459;MARGARIDA MAIA DE ALMEIDA VIEIRA PROFESSORA;TAUBATE;CACAPAVA;;3,92;2,41
914460;35914460;MIGUEL PISTILLI;TAUBATE;TAUBATE;;;2,50
914484;35914484;ERUCE PAULUCCI PROFESSOR;AVARE;AVARE;;2,97;2,55
914514;35914514;OTILIA DE PAULA LEITE PROFA;ITU;SALTO;;4,38;3,12
914587;35914587;BAIRRO CARMO MESSIAS;SAO ROQUE;IBIUNA;;4,11;3,21
914605;35914605;WILSON RAMOS BRANDAO PROFESSOR;SOROCABA;SOROCABA;;3,25;3,15
914617;35914617;OVIDIO ANTONIO DE SOUZA REVDO;SOROCABA;SOROCABA;;2,78;1,95
914629;35914629;GENEZIA IZABEL CARDOSO MENCACCI PROFESSORA;SOROCABA;SOROCABA;;5,10;
914630;35914630;JORGE MADUREIRA PROFESSOR;SOROCABA;SOROCABA;;3,33;3,26
914666;35914666;DIMPINA ROCHA LOPES PROFESSORA;VOTORANTIM;PIEDADE;;4,31;3,48
914678;35914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;LESTE 4;SAO PAULO;6,16;;
914691;35914691;LIVIO XAVIER;LESTE 2;SAO PAULO;;3,55;2,55
914708;35914708;ARACI ZEBRAL TEIXEIRA;LESTE 2;SAO PAULO;;3,45;2,03
914712;35914712;SERGIO ESTANISLAU CAMARGO;LESTE 3;SAO PAULO;5,87;;
914721;35914721;ZIPORA RUBINSTEIN PROFESSORA;LESTE 3;SAO PAULO;;3,68;2,67
914733;35914733;FLAVIO LA SELVA PROFESSOR;SUL 2;SAO PAULO;4,82;3,53;2,26
914745;35914745;NORBERTO ALVES RODRIGUES PROFESSOR;SUL 2;SAO PAULO;5,60;3,35;
914757;35914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;GUARULHOS NORTE;GUARULHOS;;2,97;1,59
914769;35914769;MIQUELINA PEDROSO MAGNANI PROFESSORA;SANTO ANDRE;SANTO ANDRE;;3,97;2,46
914782;35914782;DONIZETTI APARECIDO LEITE PROFESSOR;ITAPECERICA DA SERRA;EMBU-GUACU;;3,58;2,35
914794;35914794;EURICO DA SILVA BASTOS DOUTOR PROFESSOR;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;5,33;;
914800;35914800;ADALBERTO MECCA SAMPAIO PROFESSOR;CARAPICUIBA;CARAPICUIBA;5,81;3,68;2,55
914812;35914812;MANOEL DE MELO MISSIONARIO;LESTE 4;SAO PAULO;5,92;;
914824;35914824;PASQUALE FILIPPELLI PADRE;SUL 1;SAO PAULO;5,65;;
914836;35914836;RENE MUAWAD PRESIDENTE;SUL 3;SAO PAULO;7,82;;
914848;35914848;LEVI PEREIRA MARTINS PROFESSOR;ITAPECERICA DA SERRA;EMBU-GUACU;5,59;3,89;3,27
914859;35914859;ANDREI SAKHAROV;CARAPICUIBA;CARAPICUIBA;5,69;;
914873;35914873;UACURY RIBEIRO DE ASSIS BASTOS PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,64;3,28;
914885;35914885;SERGIO PEREIRA PORTO FISICO ;CAMPINAS LESTE;CAMPINAS;7,62;;
914897;35914897;FRANCISCO DE ASSIS;CAMPINAS OESTE;CAMPINAS;5,24;3,04;2,38
914915;35914915;MARIA GERTRUDES CARDOSO REBELLO IRMA;LIMEIRA;LIMEIRA;;4,02;
914927;35914927;DORIVALDO DAMM PROFESSOR;LIMEIRA;LIMEIRA;7,94;4,78;3,71
914940;35914940;SAVINO CAMPIGLI;SUMARE;SUMARE;;3,56;3,38
914988;35914988;ORLANDO PEREZ PROFESSOR;SAO CARLOS;SAO CARLOS;;3,74;2,34
914997;35914997;ATTILIA PRADO MARGARIDO;SAO CARLOS;SAO CARLOS;;4,03;3,17
915002;35915002;LUIZ MARCARI;SERTAOZINHO;BARRINHA;;;3,68
915026;35915026;JOAO MOROTTI FILHO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,81;3,42;
915075;35915075;BAIRRO BOA VISTA INTERVALES;ITAPEVA;RIBEIRAO GRANDE;;;3,79
915087;35915087;BAIRRO FERREIRA DOS MATOS;ITAPEVA;RIBEIRAO GRANDE;;4,03;3,35
915105;35915105;BAIRRO DO TOME;ITARARE;ITABERA;6,61;;
915117;35915117;RICARDO CAMPOLIM DE ALMEIDA NETO;ITAPEVA;NOVA CAMPINA;;;1,94
915233;35915233;BUENO DE AZEVEDO FILHO PROF;CAIEIRAS;FRANCISCO MORATO;;3,97;2,67
915269;35915269;CONDOMINIO RESIDENCIAL VILLAGE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,71;2,75
915282;35915282;BAIRRO VITALINO;ITAPECERICA DA SERRA;JUQUITIBA;6,94;;
915497;35915497;RICARDO SAMPAIO CARDOSO JUDOCA;SANTOS;SANTOS;;;3,76
915555;35915555;CORDELIA RIBEIRO RAGOZO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;5,94;4,56;
915580;35915580;ENEAS CEZAR FERREIRA DOUTOR;CAMPINAS OESTE;CAMPINAS;7,23;;
915592;35915592;HUGO PENTEADO TEIXEIRA;CAMPINAS OESTE;CAMPINAS;4,63;3,13;1,82
915609;35915609;BAIRRO DE MONTE SERRAT;JUNDIAI;ITUPEVA;;3,21;2,93
915658;35915658;MARLY DIVA BONFANTI PROFA;NORTE 2;SAO PAULO;5,70;3,83;
915661;35915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;NORTE 2;SAO PAULO;5,83;3,23;
915671;35915671;HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA;LESTE 1;SAO PAULO;;3,68;1,99
915683;35915683;ZILDA ARNS NEUMANN;LESTE 1;SAO PAULO;;3,75;2,23
915695;35915695;RENATO DIAS DE ARAUJO PROF;LESTE 2;SAO PAULO;5,68;;
915701;35915701;BRENO DI GRADO PROF;LESTE 2;SAO PAULO;4,60;;
915725;35915725;JACQUES ORLANDO CAMINHA D AVILA REVERENDO;SUL 2;SAO PAULO;6,07;3,55;2,05
915737;35915737;VICTOR CIVITA;GUARULHOS SUL;GUARULHOS;6,11;;
915749;35915749;JOSE MARCATO;DIADEMA;DIADEMA;;3,58;3,04
915750;35915750;CELIO LUIZ NEGRINI PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,80;2,29
915828;35915828;CARMEN DA SILVA PINTO PROFESSORA;TUPA;IACRI;7,04;;
915944;35915944;ALBERTO VELLONE PADRE;MOGI MIRIM;CONCHAL;;5,16;3,55
916024;35916024;ALTIMIRA PINKE PROFESSORA;PIRASSUNUNGA;LEME;;3,21;2,84
916080;35916080;MARIO FIORANTE PROFESSOR;TUPA;RANCHARIA;;3,88;
916110;35916110;MARIA PIA SILVA CASTRO PROFA;FRANCA;FRANCA;;3,97;2,31
916122;35916122;MARIA APARECIDA SALES MANREZA PROFA;FRANCA;PEDREGULHO;;3,26;2,49
916183;35916183;PERICLES SOARES;SAO CARLOS;SAO CARLOS;6,11;;
916262;35916262;ELOYNA SALGADO RIBEIRO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;4,12;3,39
916286;35916286;ESCOLASTICA ANTUNES SALGADO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3,13;3,00
916304;35916304;JOAO FERREIRA DOS SANTOS PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,24;4,15;
916341;35916341;BAIRRO ENGENHEIRO MAIA;ITARARE;ITABERA;7,64;;
916432;35916432;FERNANDO GUEDES DE MORAES PROF;ITAPETININGA;TATUI;;3,95;2,96
916473;35916473;JARDIM PRIMAVERA;VOTORANTIM;SALTO DE PIRAPORA;;3,48;2,44
916493;35916493;JULIO DE CARVALHO BARATA;LESTE 1;SAO PAULO;;2,89;1,56
916500;35916500;HUGO TAKAHASHI ENG;LESTE 2;SAO PAULO;5,45;;
916511;35916511;RUBEM BRAGA CRONISTA;LESTE 2;SAO PAULO;5,21;;
916523;35916523;EDER BERNARDES DOS SANTOS SOLDADO PM;LESTE 2;SAO PAULO;;4,52;2,55
916535;35916535;ROGER JULES DE CARVALHO MANGE;LESTE 2;SAO PAULO;5,09;;
916559;35916559;JOVIANO SATLER DE LIMA PROFESSOR;SUZANO;SUZANO;;2,96;2,00
916584;35916584;PARQUE PIRATININGA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,45;2,73
916651;35916651;ISIS CASTRO DE MELLO CESAR PROFA;PINDAMONHANGABA;PINDAMONHANGABA;;4,40;
916675;35916675;JOSE MAZELLA PROFESSOR;TAUBATE;TAUBATE;;3,48;3,20
916699;35916699;MIGUEL PIRES GODINHO;VOTORANTIM;PIEDADE;;4,28;3,28
916717;35916717;PERICLES EUGENIO DA SILVA RAMOS PROFESSOR;REGISTRO;CANANEIA;;3,85;3,64
916729;35916729;GUSTAVO BARROSO;NORTE 2;SAO PAULO;;3,00;2,16
916730;35916730;BRENNO ROSSI MAESTRO;LESTE 3;SAO PAULO;5,32;3,71;2,04
916742;35916742;SIMAO MATHIAS PROFESSOR;LESTE 3;SAO PAULO;;;1,99
916754;35916754;PEDRO GERALDO COSTA DEPUTADO;LESTE 2;SAO PAULO;5,30;3,10;1,55
916766;35916766;CONJUNTO HABITACIONAL ITAQUERA IV I;LESTE 3;SAO PAULO;4,54;;
916785;35916785;SERGIO ROCHA KIEHL PROFESSOR;LESTE 3;SAO PAULO;5,43;;
916791;35916791;AFIZ GEBARA DOUTOR;SUL 2;SAO PAULO;;3,90;2,77
916808;35916808;JOSE RAUL POLETTO;SUL 2;SAO PAULO;4,61;3,51;
916812;35916812;BELKICE MANHAES REIS PROFESSORA;SUL 3;SAO PAULO;6,28;;
916821;35916821;PEDRO ROBERTO VAGHI;GUARULHOS NORTE;GUARULHOS;5,31;3,88;
916833;35916833;ANTONIO ROSAS DA SILVA GALVAO PROFESSOR;GUARULHOS NORTE;GUARULHOS;;3,38;
916845;35916845;ANNA LAMBERGA ZEGLIO;GUARULHOS SUL;GUARULHOS;5,14;;
916857;35916857;CONJUNTO HABITACIONAL BAIRRO DOS PIMENTAS II;GUARULHOS SUL;GUARULHOS;;2,95;2,14
916869;35916869;LENITA CORREA CAMARGO PROFA;CAIEIRAS;FRANCISCO MORATO;;3,72;3,03
916900;35916900;YOLANDA BASSI PROFESSORA;SUZANO;SUZANO;4,92;3,96;
916924;35916924;EURYCLIDES DE JESUS ZERBINI;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,74;
916948;35916948;JOSE SANCHES JOSENDE PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;;2,41
916959;35916959;BRANCA BAUMANN DO AMARAL PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,43;
916961;35916961;JOSE RIBEIRO GUIMARAES;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,20;2,69
916985;35916985;EDEVALDO PERASSI PROFESSOR;SANTO ANDRE;SANTO ANDRE;4,66;;
917000;35917000;CASEMIRO POFFO PROFESSOR;MAUA;RIBEIRAO PIRES;;3,90;2,81
917011;35917011;FERNAO DIAS PAES LEME;CARAPICUIBA;COTIA;;3,76;
917035;35917035;ZILDA DOMINGOS DE OLIVEIRA;CARAPICUIBA;CARAPICUIBA;4,95;;
917084;35917084;LUIZ SCHUNCK;ITAPECERICA DA SERRA;EMBU-GUACU;5,03;;
917102;35917102;DOMINGOS MILANO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,81;2,47
917151;35917151;FERNANDO BARBOSA PROF;MOGI MIRIM;AMPARO;8,05;;
917199;35917199;HARUE MATSUMOTO ASAKAWA PROFESSORA;TUPA;BASTOS;6,88;;
917254;35917254;EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;3,22;2,44
917266;35917266;XENOFONTE STRABAO DE CASTRO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,32;4,04;2,41
917291;35917291;ALZIRA SALOMAO PROFESSORA;SAO JOSE DO RIO PRETO;NOVA GRANADA;;4,44;
917312;35917312;FRANCISCO GUEDELHA PROF;BOTUCATU;BOTUCATU;;2,93;1,99
917382;35917382;PAULINA MADRE;LESTE 2;SAO PAULO;;3,19;1,94
917394;35917394;ANIZ BADRA DOUTOR;SUL 3;SAO PAULO;5,84;;
917448;35917448;ANA HERONDINA SOARES SCHYCHOF PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,06;4,13;
917503;35917503;MARLENE ADUA FORTUNATO PROFESSORA;SUL 3;SAO PAULO;4,93;2,92;2,35
917515;35917515;MARIA REGINA DEMARCHI FANANI;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;5,33;4,04
917540;35917540;CONCEICAO APARECIDA TERZA GOMES CARDINALES PROFESSORA;SUMARE;HORTOLANDIA;;3,26;2,38
917552;35917552;HEDY MADALENA BOCCHI PROFESSORA;SUMARE;HORTOLANDIA;;3,75;2,86
917588;35917588;MARIA DE LOURDES NASCIMENTO GUERREIRO PROFESSORA;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;;3,85;2,59
917597;35917597;AMINTAS ROCHA BRITO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,36;;
917643;35917643;GERACINA DE MENEZES SANCHES PROFESSORA;BIRIGUI;BIRIGUI;;3,88;2,90
917655;35917655;JOAO SIMOES NETTO PROF;BAURU;BAURU;4,61;;
917680;35917680;ESMERALDA LEONOR FURLANI CALAF PROFESSORA;JAU;PEDERNEIRAS;;4,00;3,70
917746;35917746;JOSE DINI;BRAGANCA PAULISTA;SOCORRO;6,86;4,59;3,36
917758;35917758;DISNEI FRANCISCO SCORNAIENCHI DOUTOR;CAMPINAS OESTE;CAMPINAS;6,65;4,20;2,76
917761;35917761;ALBERTO FIERZ;LIMEIRA;COSMOPOLIS;;;3,98
917783;35917783;ANTONIO SPROESSER PROFESSOR;CAPIVARI;MONTE MOR;;;2,64
917837;35917837;LEONTINA SILVA BUSCH PROFESSORA;LIMEIRA;LIMEIRA;;3,32;2,99
917898;35917898;JOAO CHIARINI DOUTOR PROFESSOR;PIRACICABA;PIRACICABA;;4,11;3,36
917916;35917916;ZITA DE GODOY CAMARGO PROFESSORA;LIMEIRA;RIO CLARO;;3,62;2,20
917928;35917928;CONJUNTO HABITACIONAL DONA DOSANJOS MACEDO;SAO JOAO DA BOA VISTA;AGUAI;6,73;;
917953;35917953;CANDIDO JOSE MARTINEZ PROFESSOR;SUMARE;SUMARE;7,14;;
917965;35917965;ANTONIO ZANLUCHI PROFESSOR;SUMARE;HORTOLANDIA;;3,09;2,62
917977;35917977;LENY BARROS DA SILVA PROFA;ASSIS;ASSIS;;4,97;3,95
917990;35917990;NASIB CURY;MARILIA;MARILIA;;3,24;
918015;35918015;MARIA ANTONIA ZANGARINI FERREIRA PROFESSORA;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;;5,35;5,20
918040;35918040;ANNA DE MELLO CASTRIANI PROFESSORA;PRESIDENTE PRUDENTE;REGENTE FEIJO;;2,78;2,66
918052;35918052;BAIRRO PE DA SERRA;MIRACATU;IGUAPE;;4,10;
918155;35918155;JESUS GUILHERME GIACOMINI;RIBEIRAO PRETO;RIBEIRAO PRETO;5,20;;
918167;35918167;JORGE RODINI LUIZ PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6,97;;
918313;35918313;BENTO ABELAIRA GOMES PROFESSOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,52;3,02
918337;35918337;CELSO ABBADE MOURAO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,94;2,49
918349;35918349;SEBASTIAO ALMEIDA OLIVEIRA;VOTUPORANGA;VOTUPORANGA;;4,24;3,63
918362;35918362;HILDA ROCHA PINTO PROFA;GUARATINGUETA;CRUZEIRO;;3,16;2,49
918398;35918398;BAIRRO DO CEDRO;TAUBATE;PARAIBUNA;;4,92;2,83
918489;35918489;CELSO FERREIRA DA SILVA PROFESSOR;AVARE;AVARE;;3,16;
918519;35918519;EURINY DE SOUZA VIEIRA PROFA;ITAPETININGA;ITAPETININGA;;4,58;
918532;35918532;JARDIM SANTA INES;ITARARE;ITABERA;7,83;;
918556;35918556;ELISA DE CAMPOS LIMA NOVELLI DONA;ITARARE;ITAPORANGA;;2,88;3,06
918581;35918581;DOLORES ANTUNES DA SILVA;ITU;SALTO;;3,93;2,89
918593;35918593;ANA CECILIA MARTINS PROFESSORA;SOROCABA;SOROCABA;;4,89;2,89
918623;35918623;ELIANE APARECIDA DANTAS DA SILVA PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;;3,57;2,27
918659;35918659;ASA BRANCA DA SERRA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,57;2,49
918672;35918672;BAIRRO BOA VISTA;ITAPECERICA DA SERRA;EMBU-GUACU;;4,16;
918684;35918684;MASAITI SEKINE PROFESSOR;SUZANO;SUZANO;;4,93;
918702;35918702;JOSE LEANDRO DE BARROS PIMENTEL;ITAPEVI;BARUERI;;;2,19
918748;35918748;FELICIO TONETTI;NORTE 2;SAO PAULO;7,68;;
918763;35918763;ROQUE SAVIOLI;CARAPICUIBA;COTIA;;3,38;3,51
918787;35918787;WILMAR SOARES DA SILVA;ITAPEVI;JANDIRA;;5,14;4,18
918799;35918799;SILVIA APARECIDA DOS SANTOS PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;;4,43;3,05
918805;35918805;LEONOR MENDES DE BARROS;ITAPEVI;BARUERI;;;3,96
918817;35918817;NEIDE CELESTINA DE OLIVEIRA PROFA;ITAPECERICA DA SERRA;EMBU-GUACU;;5,30;
918829;35918829;JOSE MARIA PEREZ FERREIRA PROFESSOR;CARAPICUIBA;CARAPICUIBA;;3,69;2,60
918830;35918830;JARDIM CAMPESTRE;ITAPECERICA DA SERRA;EMBU-GUACU;6,39;;
918854;35918854;ANNA PERES DA SILVA PROFESSORA;AMERICANA;AMERICANA;6,41;;
