;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;cad_prova_cie;particip_lp;particip_mat;particip_cie;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;porc_ACERT_lp;porc_ACERT_MAT;porc_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie;classific_lp;classific_mat;classific_cie;validade
349420;26677797;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;B;261386304;F;20080630;TARDE;;;;;;C;0;13;13;13,0;1;1;1;14,0;11,0;6,0;58,3;45,8;25,0;237,6;228,2;206,1;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
349440;26678059;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20071113;MANHÃ;;;;;;C;0;1;1;1,0;1;1;1;8,0;9,0;8,0;33,3;37,5;33,3;187,8;205,5;178,4;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
349452;26678261;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;A;261092811;F;20050615;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;20,0;12,0;14,0;83,3;50,0;58,3;345,1;292,3;349,0;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
349540;26679154;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;A;260592860;M;20050322;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;12,0;10,0;12,0;50,0;41,7;50,0;252,6;271,1;303,7;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
349873;26682782;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904193;0;9º Ano EF;B;261415723;F;20080221;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;10,0;8,0;9,0;41,7;33,3;37,5;220,1;245,6;230,2;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
349982;26683516;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;A;260638846;M;20050617;MANHÃ;;;;;;C;0;22;22;22,0;1;1;1;5,0;9,0;8,0;20,8;37,5;33,3;209,6;249,5;264,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
349983;26683539;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;B;260592803;M;20050117;TARDE;;;;;;C;0;8;8;8,0;1;1;1;9,0;10,0;13,0;37,5;41,7;54,2;246,9;257,2;299,8;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
349986;26683565;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20050414;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;13,0;7,0;9,0;54,2;29,2;37,5;262,0;231,3;290,8;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
350005;26683760;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;A;262555014;M;20050205;TARDE;;;;;;C;0;5;5;5,0;1;1;1;7,0;8,0;7,0;29,2;33,3;29,2;196,3;246,9;214,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
350089;26684733;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;E;262406663;M;20050923;NOITE;;;;;;C;0;24;24;24,0;1;1;1;21,0;16,0;7,0;87,5;66,7;29,2;329,9;347,7;245,7;Adequado;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
350468;26687421;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;M;20040912;NOITE;;;;;;C;0;8;8;8,0;0;0;0;;;;;;;;;;;;;;;;1
351912;26699870;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;D;260592852;F;20050418;MANHÃ;;;;;;C;0;16;16;16,0;1;1;1;10,0;8,0;9,0;41,7;33,3;37,5;257,1;233,3;208,7;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
351961;26700314;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;C;261406581;F;20070704;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;6,0;6,0;9,0;25,0;25,0;37,5;171,0;197,0;229,1;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
352117;26701753;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;B;261406573;M;20080305;MANHÃ;;;;;;C;0;22;22;22,0;1;1;1;20,0;12,0;20,0;83,3;50,0;83,3;315,0;266,9;330,4;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
353943;26719739;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;A;261111041;F;20040519;NOITE;;;;;;C;0;17;17;17,0;0;0;1;;;4,0;;;16,7;;;203,2;;;Abaixo do Básico;;;Insuficiente;1
353961;26719890;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;C;261406581;F;20070904;MANHÃ;;;;;;C;0;16;16;16,0;1;1;1;14,0;16,0;14,0;58,3;66,7;58,3;256,2;292,7;266,9;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
353963;26719906;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;D;260592852;F;20050509;MANHÃ;;;;;;C;0;11;11;11,0;1;1;0;18,0;12,0;;75,0;50,0;;327,7;316,4;;Adequado;Básico;;Suficiente;Suficiente;;1
354224;26723057;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20071115;MANHÃ;;;;;;C;0;19;19;19,0;1;1;1;21,0;7,0;13,0;87,5;29,2;54,2;288,0;221,8;288,9;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
354980;26731184;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;M;20071117;MANHÃ;11,0;;;;;C;1;5;5;5,0;1;1;1;5,0;11,0;6,0;20,8;45,8;25,0;148,6;224,8;188,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;0
355130;26733070;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918672;0;9º Ano EF;A;260938907;F;20080612;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;17,0;12,0;15,0;70,8;50,0;62,5;273,5;270,3;292,0;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
355617;26738949;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;B;262335581;F;20080224;MANHÃ;;;;;;C;0;18;18;18,0;1;1;1;8,0;8,0;9,0;33,3;33,3;37,5;189,6;231,3;194,1;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
355621;26738970;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;C;260592845;F;20050318;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;19,0;10,0;11,0;79,2;41,7;45,8;336,9;260,7;289,5;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
355985;26742600;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;A;261415681;F;20071216;TARDE;;;;;;C;0;5;5;5,0;1;1;1;21,0;18,0;14,0;87,5;75,0;58,3;321,9;296,6;302,5;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
356193;26744846;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;M;20050720;MANHÃ;;;;;;C;0;26;26;26,0;1;1;1;5,0;8,0;2,0;20,8;33,3;8,3;208,7;245,5;192,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
357156;26761268;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;A;260592860;M;20050720;MANHÃ;;;;;;C;0;20;20;20,0;0;0;1;;;5,0;;;20,8;;;243,0;;;Abaixo do Básico;;;Insuficiente;1
357259;26762106;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;9º Ano EF;A;261409411;F;20080607;TARDE;;;;;;C;0;5;5;5,0;1;1;1;17,0;11,0;11,0;70,8;45,8;45,8;278,8;240,0;248,9;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
358508;26768937;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;C;260592845;F;20041003;MANHÃ;;;;;;C;0;21;21;21,0;1;1;1;13,0;8,0;5,0;54,2;33,3;20,8;287,0;260,1;235,8;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
358899;26770870;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;A;261386254;F;20071110;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;6,0;6,0;7,0;25,0;25,0;29,2;145,4;164,1;181,7;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
359219;26772454;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;G;266132257;F;20050315;NOITE;;;;;;C;0;14;14;14,0;1;1;0;11,0;11,0;;45,8;45,8;;263,3;281,6;;Básico;Básico;;Suficiente;Suficiente;;1
360203;26777539;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;M;20080203;MANHÃ;;;;;;C;0;26;26;26,0;1;1;0;8,0;7,0;;33,3;29,2;;154,2;171,6;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
360344;26778301;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;M;20080303;TARDE;;;;;;C;0;21;21;21,0;1;1;1;20,0;16,0;11,0;83,3;66,7;45,8;292,6;283,7;285,1;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
360352;26778340;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;M;20080303;TARDE;;;;;;C;0;2;2;2,0;1;1;1;18,0;12,0;13,0;75,0;50,0;54,2;291,0;252,3;274,8;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
361726;26783803;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;E;260592829;M;20040603;NOITE;;;;;;C;0;11;11;11,0;0;0;0;;;;;;;;;;;;;;;;1
362612;26787368;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;B;260592803;M;20041114;TARDE;;;;;;C;0;4;4;4,0;0;0;0;;;;;;;;;;;;;;;;1
362717;26787863;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;M;20040927;NOITE;;;;;;C;0;16;16;16,0;1;1;1;10,0;9,0;11,0;41,7;37,5;45,8;244,1;256,9;299,6;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
363308;26791171;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;B;261111058;F;20040725;NOITE;;;;;;C;0;18;18;18,0;1;1;1;7,0;7,0;5,0;29,2;29,2;20,8;214,6;198,3;248,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
364390;26796107;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;F;264799305;F;20050110;NOITE;;;;;;C;0;19;19;19,0;0;0;0;;;;;;;;;;;;;;;;1
365919;26804270;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;A;260638846;F;20050219;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;9,0;5,0;6,0;37,5;20,8;25,0;207,2;201,5;219,4;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
368173;26814023;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;A;260638846;M;20040911;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;4,0;4,0;5,0;16,7;16,7;20,8;186,0;215,9;192,5;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
368188;26814109;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;B;260592803;M;20030922;TARDE;;;;;;C;0;7;7;7,0;1;1;1;20,0;15,0;11,0;83,3;62,5;45,8;345,0;320,0;320,3;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
368363;26814859;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;A;260592795;F;20040517;TARDE;;;;;;C;0;4;4;4,0;1;1;1;6,0;7,0;10,0;25,0;29,2;41,7;188,4;224,1;265,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
369669;26821145;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;C;260638861;M;20041002;MANHÃ;;;;;;C;0;24;24;24,0;1;1;1;10,0;10,0;9,0;41,7;41,7;37,5;247,4;257,2;264,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
370064;26822827;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;F;20040509;NOITE;;;;;;C;0;23;23;23,0;0;0;0;;;;;;;;;;;;;;;;1
370683;26825599;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;E;262406663;F;20040908;NOITE;;;;;;C;0;6;6;6,0;1;1;1;17,0;6,0;4,0;70,8;25,0;16,7;298,3;245,3;195,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
371359;26829211;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;9º Ano EF;A;261409411;M;20071121;TARDE;;;;;;C;0;24;24;24,0;1;1;1;16,0;5,0;14,0;66,7;20,8;58,3;249,3;207,9;276,0;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
371583;26830296;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;M;20070725;MANHÃ;;;;;;C;0;2;2;2,0;1;1;1;4,0;12,0;9,0;16,7;50,0;37,5;158,0;229,3;210,7;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
371813;26832341;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;EM3ª série;A;261103717;M;20041001;MANHÃ;;;;;;C;0;2;2;2,0;0;0;1;;;3,0;;;12,5;;;164,4;;;Abaixo do Básico;;;Insuficiente;1
372306;26834675;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;A;261092811;M;20041117;MANHÃ;;;;;;C;0;17;17;17,0;0;0;0;;;;;;;;;;;;;;;;1
375493;26849871;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;F;20080106;MANHÃ;;;;;;C;0;4;4;4,0;1;1;1;10,0;7,0;8,0;41,7;29,2;33,3;207,1;204,9;226,1;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
375829;26851561;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20050119;MANHÃ;;;;;;C;0;7;7;7,0;0;0;1;;;11,0;;;45,8;;;279,6;;;Básico;;;Suficiente;1
376016;26852538;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;F;20040720;NOITE;;;;;;C;0;9;9;9,0;1;1;1;7,0;4,0;6,0;29,2;16,7;25,0;232,4;204,0;230,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
376367;26854294;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;B;260937651;M;20070129;MANHÃ;;;;;;C;0;2;2;2,0;1;1;1;7,0;10,0;1,0;29,2;41,7;4,2;169,9;194,4;139,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
376781;26856264;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;F;264799305;F;20050312;NOITE;;;;;;C;0;14;14;14,0;1;1;1;8,0;7,0;8,0;33,3;29,2;33,3;223,9;260,7;283,7;Abaixo do Básico;Abaixo do Básico;Básico;Insuficiente;Insuficiente;Suficiente;1
376818;26856440;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;M;20040217;NOITE;;;;;;C;0;19;19;19,0;0;0;0;;;;;;;;;;;;;;;;1
381399;26885506;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;EM3ª série;A;261100796;M;20040417;TARDE;;;;;;C;0;17;17;17,0;1;1;1;18,0;20,0;14,0;75,0;83,3;58,3;308,9;373,3;386,1;Adequado;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
382833;26893364;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;A;260592860;F;20050109;MANHÃ;;;;;;C;0;10;10;10,0;0;0;0;;;;;;;;;;;;;;;;1
382847;26893464;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20050402;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;18,0;8,0;8,0;75,0;33,3;33,3;313,4;261,4;253,5;Adequado;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
382978;26894290;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;M;20070418;TARDE;;;;;;C;0;14;14;14,0;1;1;1;12,0;13,0;14,0;50,0;54,2;58,3;228,6;259,5;284,0;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
383116;26895193;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;M;20050322;MANHÃ;;;;;;C;0;20;20;20,0;1;1;1;5,0;3,0;5,0;20,8;12,5;20,8;167,8;166,9;207,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
383679;26898725;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20080329;MANHÃ;;;;;;C;0;7;7;7,0;1;1;1;15,0;15,0;12,0;62,5;62,5;50,0;233,0;265,4;264,9;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
385232;26907318;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;EM3ª série;A;263769366;F;20040530;TARDE;;;;;;C;0;19;19;19,0;0;0;0;;;;;;;;;;;;;;;;1
385649;26909784;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20050701;MANHÃ;;;;;;C;0;22;22;22,0;1;1;1;12,0;10,0;9,0;50,0;41,7;37,5;254,8;278,4;285,3;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
387427;26916919;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;B;261111058;M;20040728;NOITE;;;;;;C;0;21;21;21,0;1;1;1;11,0;9,0;10,0;45,8;37,5;41,7;263,6;255,2;251,7;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
387492;26917690;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;B;260592803;F;20050416;TARDE;;;;;;C;0;9;9;9,0;1;1;1;8,0;3,0;5,0;33,3;12,5;20,8;236,9;194,1;198,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
388923;26924455;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;M;20050304;NOITE;;;;;;C;0;5;5;5,0;1;1;1;15,0;10,0;12,0;62,5;41,7;50,0;292,6;288,7;313,2;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
389651;26927411;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;M;20030904;NOITE;;;;;;C;0;12;12;12,0;0;0;0;;;;;;;;;;;;;;;;1
389677;26927527;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;F;20040501;TARDE;;;;;;C;0;21;21;21,0;1;1;1;14,0;11,0;7,0;58,3;45,8;29,2;284,0;274,1;236,8;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
389698;26927581;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20041126;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;10,0;6,0;10,0;41,7;25,0;41,7;257,0;209,1;237,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
391061;26936862;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;D;260638879;F;20040321;NOITE;;;;;;C;0;9;9;9,0;1;1;1;19,0;5,0;10,0;79,2;20,8;41,7;328,5;235,3;292,3;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
391308;26937991;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;EM3ª série;B;261100804;M;20040405;TARDE;;;;;;C;0;21;21;21,0;1;1;1;4,0;5,0;3,0;16,7;20,8;12,5;207,9;233,5;177,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
391617;26939461;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;EM3ª série;A;260638945;F;20050622;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;19,0;9,0;12,0;79,2;37,5;50,0;298,8;263,2;297,2;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
391749;26940180;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;B;261092829;M;20040614;MANHÃ;;;;;;C;0;5;5;5,0;1;1;0;11,0;5,0;;45,8;20,8;;238,0;184,0;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
