;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
110303;22680631;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;F;20020705;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;7,0;3,0;29,2;12,5;212,7;220,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
110343;29226456;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;B;231480138;F;20101107;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;184,6;219,8;Adequado;Adequado;Suficiente;Suficiente;1
110381;22295205;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;F;20010605;NOITE;0;0;0;0;0;C;0;17,0;17,0;0;1;;7,0;;29,2;;237,9;;Abaixo do Básico;;Insuficiente;1
110993;28811249;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;M;20081004;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;11,0;20,0;45,8;83,3;177,4;266,8;Básico;Adequado;Suficiente;Suficiente;1
111245;26943780;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20081120;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;22,0;18,0;91,7;75,0;266,4;228,8;Avançado;Adequado;Avançado;Suficiente;1
111466;26383908;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;A;231359712;M;20050523;TARDE;0;0;0;0;0;C;0;12,0;12,0;1;1;12,0;13,0;50,0;54,2;233,4;280,2;Básico;Básico;Suficiente;Suficiente;1
111751;29406049;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;M;20101104;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;96,7;130,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
112924;24906829;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;M;20070212;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;8,0;9,0;33,3;37,5;152,4;159,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
114360;22199698;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;E;231339532;M;20010724;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;0;0;;;;;;;;;;;1
114698;27343354;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20090302;TARDE;0;0;0;0;0;C;0;8,0;8,0;1;1;10,0;15,0;41,7;62,5;183,1;221,7;Básico;Básico;Suficiente;Suficiente;1
115029;22292637;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;M;20020610;NOITE;0;0;0;0;0;C;0;14,0;14,0;1;1;6,0;4,0;25,0;16,7;212,9;181,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
115529;23655639;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;M;20020425;MANHÃ;0;0;0;0;0;C;0;24,0;24,0;1;1;15,0;13,0;62,5;54,2;321,6;306,1;Adequado;Básico;Suficiente;Suficiente;1
115663;27141352;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;C;235305372;M;20051121;MANHÃ;0;0;0;0;0;C;0;14,0;14,0;1;1;21,0;19,0;87,5;79,2;326,5;326,1;Avançado;Adequado;Avançado;Suficiente;1
116818;29826174;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;F;20081017;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;21,0;18,0;87,5;75,0;235,2;245,0;Adequado;Adequado;Suficiente;Suficiente;1
116858;30456628;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;A;231479999;M;20110322;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;179,0;252,0;Adequado;Avançado;Suficiente;Avançado;1
116984;28833781;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;A;232293753;F;20080824;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;22,0;23,0;91,7;95,8;272,2;309,2;Avançado;Avançado;Avançado;Avançado;1
117723;22415280;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;F;20010417;NOITE;0;0;0;0;0;C;0;16,0;16,0;1;1;10,0;7,0;41,7;29,2;268,1;245,6;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
118242;30506392;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;M;20110627;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;195,4;199,4;Adequado;Básico;Suficiente;Suficiente;1
119111;32359090;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;2º Ano EF;A;232251470;F;20110821;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;263,1;179,6;;;Acima de suficiente;Suficiente;1
119724;24305873;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;A;232122986;F;20050919;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;16,0;8,0;66,7;33,3;256,8;246,6;Básico;Básico;Suficiente;Suficiente;1
120337;30783193;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;C;232282178;F;20100730;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;214,9;268,6;Adequado;Avançado;Suficiente;Avançado;1
120508;23538952;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;M;20020916;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;5,0;5,0;20,8;20,8;187,1;180,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
120540;22259436;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;F;20020624;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;16,0;11,0;66,7;45,8;312,9;285,2;Adequado;Básico;Suficiente;Suficiente;1
120587;30487801;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;M;20101203;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;164,4;188,0;Básico;Básico;Suficiente;Suficiente;1
120762;30231287;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;C;232294082;M;20081017;TARDE;0;0;0;0;0;C;0;11,0;11,0;1;1;18,0;22,0;75,0;91,7;224,1;309,0;Adequado;Avançado;Suficiente;Avançado;1
121408;21842978;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;B;232230458;M;20011121;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;0;0;;;;;;;;;;;1
121649;27219149;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;F;20050825;TARDE;0;0;0;0;0;C;0;23,0;23,0;1;1;16,0;16,0;66,7;66,7;287,6;309,5;Adequado;Adequado;Suficiente;Suficiente;1
122843;30454076;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;F;20100901;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;195,1;161,4;Adequado;Básico;Suficiente;Suficiente;1
123262;22221158;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;231552746;F;20010217;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;0;0;;;;;;;;;;;1
123749;31380111;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;2º Ano EF;A;232128959;M;20111203;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;170,3;217,6;;;Suficiente;Acima de suficiente;1
123858;26395125;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;A;231359712;F;20040723;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;12,0;7,0;50,0;29,2;218,8;229,0;Básico;Básico;Suficiente;Suficiente;1
124174;30434236;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;F;20090608;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;21,0;19,0;87,5;79,2;251,8;259,1;Avançado;Adequado;Avançado;Suficiente;1
124447;29675156;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;d;232293845;F;20090530;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;18,0;18,0;75,0;75,0;220,4;243,2;Adequado;Adequado;Suficiente;Suficiente;1
124570;33249373;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;9º Ano EF;B;232111864;F;20040514;TARDE;0;0;0;0;0;C;0;23,0;23,0;1;1;16,0;5,0;66,7;20,8;276,9;208,9;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
124746;26719906;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918672;0;9º Ano EF;A;231473604;F;20050509;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;18,0;21,0;75,0;87,5;264,1;346,9;Básico;Adequado;Suficiente;Suficiente;1
124911;24955246;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;M;20020929;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;6,0;9,0;25,0;37,5;207,4;280,3;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
125708;25209443;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;M;20040516;TARDE;0;0;0;0;0;C;0;4,0;4,0;1;1;9,0;13,0;37,5;54,2;221,8;275,7;Básico;Básico;Suficiente;Suficiente;1
125775;29630863;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;C;232100016;M;20090307;TARDE;0;0;0;0;0;C;0;3,0;3,0;1;1;21,0;15,0;87,5;62,5;235,6;228,9;Adequado;Adequado;Suficiente;Suficiente;1
126345;27126994;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;9º Ano EF;A;232151811;M;20050331;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;14,0;9,0;58,3;37,5;246,6;226,7;Básico;Básico;Suficiente;Suficiente;1
126396;28774038;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;9º Ano EF;A;232228213;F;20041006;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;10,0;10,0;41,7;41,7;221,0;228,5;Básico;Básico;Suficiente;Suficiente;1
126827;30507993;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20090110;TARDE;0;0;0;0;0;C;0;5,0;5,0;1;1;20,0;21,0;83,3;87,5;254,3;253,1;Avançado;Adequado;Avançado;Suficiente;1
127273;25630361;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;M;20050415;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;0;0;;;;;;;;;;;1
127756;27069905;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;M;20050205;TARDE;0;0;0;0;0;C;0;16,0;16,0;1;1;8,0;10,0;33,3;41,7;209,8;268,3;Básico;Básico;Suficiente;Suficiente;1
127793;26939461;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;A;232138636;F;20050622;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;15,0;13,0;62,5;54,2;266,5;298,3;Básico;Básico;Suficiente;Suficiente;1
128144;29570786;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;A;232073965;M;20111126;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;204,2;216,8;Adequado;Adequado;Suficiente;Suficiente;1
128331;23536018;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;231339268;F;20020428;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;9,0;7,0;37,5;29,2;234,6;248,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
128369;21907774;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;D;231518721;M;20040306;TARDE;0;0;0;0;0;C;0;23,0;23,0;1;1;10,0;6,0;41,7;25,0;219,1;180,8;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
129019;25837919;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;F;20030731;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;11,0;6,0;45,8;25,0;219,4;198,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
129235;23506684;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;231552423;F;20020517;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;0;1;;16,0;;66,7;;340,8;;Básico;;Suficiente;1
129380;24691595;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;F;231552290;M;20011025;NOITE;5;0;0;0;0;C;1;4,0;4,0;1;1;5,0;4,0;20,8;16,7;196,5;203,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
129625;19988311;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;f;231338922;M;20020107;NOITE;0;0;0;0;0;C;0;5,0;5,0;0;1;;9,0;;37,5;;277,2;;Básico;;Suficiente;1
129640;23633009;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;231552746;M;20020913;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;0;1;;5,0;;20,8;;212,6;;Abaixo do Básico;;Insuficiente;1
130627;23266922;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;F;20010124;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;9,0;9,0;37,5;37,5;241,3;240,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
131710;25252466;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20050515;TARDE;0;0;0;0;0;C;0;10,0;10,0;1;1;11,0;8,0;45,8;33,3;231,0;233,3;Básico;Básico;Suficiente;Suficiente;1
132536;29225980;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;3º Ano EF;A;232084707;M;20110210;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;122,5;198,1;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
132650;23050408;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;A;232122986;M;20051227;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;0;1;;11,0;;45,8;;259,5;;Básico;;Suficiente;1
133288;29651567;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;A;232293753;F;20090105;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;17,0;22,0;70,8;91,7;215,4;287,8;Adequado;Avançado;Suficiente;Avançado;1
133315;32008478;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;M;20100617;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;169,0;143,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
133639;29325900;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;A;232082040;F;20080415;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;20,0;16,0;83,3;66,7;243,9;226,5;Adequado;Adequado;Suficiente;Suficiente;1
133913;22263619;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;EM-3ª série;B;232468231;F;20020606;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;17,0;11,0;70,8;45,8;323,9;272,1;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
133935;28819606;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;M;20090112;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;11,0;8,0;45,8;33,3;143,6;167,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
133979;24394185;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;F;20050120;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;16,0;11,0;66,7;45,8;265,6;270,6;Básico;Básico;Suficiente;Suficiente;1
135003;24904974;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;F;20021111;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;8,0;9,0;33,3;37,5;242,6;290,4;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
135668;24578804;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;B;231518333;M;20050331;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;18,0;10,0;75,0;41,7;277,5;244,2;Adequado;Básico;Suficiente;Suficiente;1
136161;25134502;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;232243758;F;20020817;NOITE;0;0;0;0;0;C;0;23,0;23,0;1;1;18,0;8,0;75,0;33,3;329,8;262,2;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
136341;30507026;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;5º Ano EF;A;232132431;F;20080925;TARDE;0;0;0;0;0;C;0;2,0;2,0;1;1;18,0;12,0;75,0;50,0;207,4;204,9;Adequado;Básico;Suficiente;Suficiente;1
137585;31525654;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;F;20090613;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;19,0;19,0;79,2;79,2;237,0;258,0;Adequado;Adequado;Suficiente;Suficiente;1
137738;30660278;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;A;232082040;F;20080901;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;15,0;15,0;62,5;62,5;205,0;212,6;Adequado;Básico;Suficiente;Suficiente;1
137745;30464366;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;A;232130211;F;20110504;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;185,2;192,5;Adequado;Básico;Suficiente;Suficiente;1
138098;23458032;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;A;232243758;M;19990830;NOITE;0;0;0;0;0;C;0;14,0;14,0;1;1;8,0;6,0;33,3;25,0;245,1;246,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
138903;32186637;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;C;231480260;M;20100929;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;206,5;202,8;Adequado;Adequado;Suficiente;Suficiente;1
138953;28351051;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;D;232743906;F;20090228;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;19,0;20,0;79,2;83,3;239,4;279,2;Adequado;Avançado;Suficiente;Avançado;1
139028;20130655;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;F;20020206;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;10,0;7,0;41,7;29,2;241,6;231,1;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
139087;23632214;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;A;232153270;M;20020406;TARDE;0;0;0;0;0;C;0;9,0;9,0;1;1;10,0;12,0;41,7;50,0;265,7;304,3;Básico;Básico;Suficiente;Suficiente;1
139172;29595246;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;5º Ano EF;B;232963579;M;20090407;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;13,0;16,0;54,2;66,7;189,2;240,1;Básico;Adequado;Suficiente;Suficiente;1
139505;19994859;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;M;20020124;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;8,0;9,0;33,3;37,5;236,1;274,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
140621;28591613;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;F;20090509;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;20,0;18,0;83,3;75,0;236,7;250,6;Adequado;Adequado;Suficiente;Suficiente;1
141869;25715242;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20040508;TARDE;0;0;0;0;0;C;0;24,0;24,0;1;1;13,0;9,0;54,2;37,5;248,0;240,9;Básico;Básico;Suficiente;Suficiente;1
142019;26972913;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;F;20050826;TARDE;0;0;0;0;0;C;0;16,0;16,0;1;1;19,0;18,0;79,2;75,0;283,2;327,7;Adequado;Adequado;Suficiente;Suficiente;1
