;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
142414;27134758;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;M;20050128;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;8,0;1,0;33,3;4,2;202,9;158,4;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
143288;22224289;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;M;20010701;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;15,0;15,0;62,5;62,5;308,0;314,9;Adequado;Básico;Suficiente;Suficiente;1
144289;32879068;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;2º Ano EF;A;232128959;F;20120221;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;174,0;276,4;;;Suficiente;Acima de suficiente;1
144655;29151182;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;7º Ano EF;A;232247395;M;20061002;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;17,0;10,0;70,8;41,7;245,1;229,9;Adequado;Básico;Suficiente;Suficiente;1
144832;23628980;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;231339268;F;20020105;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;10,0;6,0;41,7;25,0;253,2;244,1;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
145464;25919808;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;EM-3ª série;A;232142356;F;20020306;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;13,0;10,0;54,2;41,7;277,2;274,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
145663;21891779;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;232212415;M;20020528;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;14,0;17,0;58,3;70,8;291,1;346,2;Básico;Básico;Suficiente;Suficiente;1
145833;19985919;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;F;20021021;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;5,0;5,0;20,8;20,8;208,6;208,4;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
146345;27762001;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;M;20050327;TARDE;0;0;0;0;0;C;0;8,0;8,0;1;1;11,0;9,0;45,8;37,5;224,7;237,8;Básico;Básico;Suficiente;Suficiente;1
146431;23525168;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;F;20020426;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;12,0;6,0;50,0;25,0;283,9;228,8;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
146443;30543321;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;2º Ano EF;A;231601824;F;20120531;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;262,2;212,2;;;Acima de suficiente;Acima de suficiente;1
146516;21931657;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;232243816;M;20011106;NOITE;0;0;0;0;0;C;0;24,0;24,0;1;0;11,0;;45,8;;283,8;;Básico;;Suficiente;;1
146911;30040461;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;M;20100813;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;141,9;165,4;Básico;Básico;Suficiente;Suficiente;1
147102;26280512;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;M;20050315;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;18,0;18,0;75,0;75,0;287,0;309,1;Adequado;Adequado;Suficiente;Suficiente;1
147201;29787994;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;B;231602293;F;20110604;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;202,1;268,1;Adequado;Avançado;Suficiente;Avançado;1
147303;23489182;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;232242388;F;20020912;MANHÃ;0;0;0;0;0;C;0;4,0;4,0;1;1;11,0;7,0;45,8;29,2;260,0;227,9;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
147400;22603431;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20041015;TARDE;0;0;0;0;0;C;0;23,0;23,0;1;1;16,0;9,0;66,7;37,5;287,3;226,7;Adequado;Básico;Suficiente;Suficiente;1
147673;23531630;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;F;20020629;MANHÃ;0;0;0;0;0;C;0;23,0;23,0;1;1;19,0;16,0;79,2;66,7;349,2;336,4;Adequado;Básico;Suficiente;Suficiente;1
147780;30433906;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;C;232073882;F;20100717;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;227,4;243,7;Avançado;Adequado;Avançado;Suficiente;1
147936;20927862;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;EM-3ª série;B;232243816;F;19991217;NOITE;0;0;0;0;0;C;0;17,0;17,0;1;1;11,0;6,0;45,8;25,0;248,6;235,4;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
148057;22680581;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;E;231339532;F;20020730;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;0;1;;8,0;;33,3;;255,3;;Abaixo do Básico;;Insuficiente;1
148257;30505320;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;2º Ano EF;A;232251470;M;20120310;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;122,4;136,2;;;Suficiente;Insuficiente;1
148293;30576873;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;B;235265253;F;20110505;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;292,3;304,7;Avançado;Avançado;Avançado;Avançado;1
148534;24029802;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;C;232244947;F;20020126;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;19,0;14,0;79,2;58,3;348,6;331,9;Adequado;Básico;Suficiente;Suficiente;1
148599;29385504;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;5º Ano EF;B;231748377;F;20080920;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;23,0;22,0;95,8;91,7;295,3;284,2;Avançado;Avançado;Avançado;Avançado;1
148887;24897529;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;EM-3ª série;A;232142356;M;20020831;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;20,0;13,0;83,3;54,2;352,6;314,7;Adequado;Básico;Suficiente;Suficiente;1
149026;22222492;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;f;231338922;F;20010808;NOITE;0;0;0;0;0;C;0;4,0;4,0;1;0;9,0;;37,5;;244,0;;Abaixo do Básico;;Insuficiente;;1
149304;29572914;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;3º Ano EF;A;232084707;F;20110125;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;221,9;264,3;Adequado;Avançado;Suficiente;Avançado;1
149472;23860902;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;A;232122986;F;20050727;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;22,0;22,0;91,7;91,7;343,4;380,6;Avançado;Avançado;Avançado;Avançado;1
150660;22284172;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;232212415;M;20021210;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;1;1;15,0;9,0;62,5;37,5;289,9;285,9;Básico;Básico;Suficiente;Suficiente;1
150810;29317803;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;B;232099994;F;20080730;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;20,0;21,0;83,3;87,5;249,8;285,3;Adequado;Avançado;Suficiente;Avançado;1
150914;29385704;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;A;232282095;M;20110427;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;204,7;186,7;Adequado;Básico;Suficiente;Suficiente;1
151224;26199585;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;M;20010808;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;1;1;21,0;21,0;87,5;87,5;363,6;374,6;Adequado;Adequado;Suficiente;Suficiente;1
151681;31478199;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;A;232099960;F;20080713;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;21,0;17,0;87,5;70,8;262,5;233,5;Avançado;Adequado;Avançado;Suficiente;1
151717;22553255;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;g;231339193;F;20020423;NOITE;0;0;0;0;0;C;0;14,0;14,0;0;0;;;;;;;;;;;1
151980;25095946;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;B;232091660;M;20041029;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;14,0;10,0;58,3;41,7;237,7;253,7;Básico;Básico;Suficiente;Suficiente;1
152320;31668505;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;D;232073924;M;20100928;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;95,2;189,2;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
152335;28361734;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;e;232294009;M;20080919;TARDE;0;0;0;0;0;C;0;3,0;3,0;1;1;18,0;17,0;75,0;70,8;216,9;241,7;Adequado;Adequado;Suficiente;Suficiente;1
152441;21011593;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;G;231552357;F;20020430;NOITE;0;0;0;0;0;C;0;6,0;6,0;1;1;11,0;6,0;45,8;25,0;270,8;244,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
152582;26927527;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;F;20040501;MANHÃ;0;0;0;0;0;C;0;21,0;21,0;1;1;13,0;14,0;54,2;58,3;244,5;298,5;Básico;Básico;Suficiente;Suficiente;1
152837;29703500;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;B;232073833;M;20100712;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;236,3;196,8;Avançado;Básico;Avançado;Suficiente;1
152940;22755842;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;F;20020419;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;1;1;14,0;9,0;58,3;37,5;290,0;289,1;Básico;Básico;Suficiente;Suficiente;1
153885;31884329;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;F;20110102;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;193,4;195,7;Adequado;Básico;Suficiente;Suficiente;1
154077;20580143;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;F;20001102;NOITE;0;0;0;0;0;C;0;21,0;21,0;1;1;9,0;6,0;37,5;25,0;247,1;231,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
154298;26383509;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;F;20050728;TARDE;0;0;0;0;0;C;0;4,0;4,0;1;1;16,0;11,0;66,7;45,8;276,2;262,5;Adequado;Básico;Suficiente;Suficiente;1
154362;24839118;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;F;20050430;MANHÃ;0;0;0;0;0;C;0;6,0;6,0;1;1;20,0;4,0;83,3;16,7;286,6;213,0;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
154916;29216698;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;D;232073924;M;20110307;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;218,6;229,3;Adequado;Adequado;Suficiente;Suficiente;1
155030;25617971;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;D;231552746;M;20020106;MANHÃ;0;0;0;0;0;C;0;23,0;23,0;1;1;6,0;8,0;25,0;33,3;207,1;269,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
155068;25478427;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;A;231518770;F;20050325;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;0;1;;6,0;;25,0;;201,6;;Abaixo do Básico;;Insuficiente;1
155858;26677758;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;A;232293753;F;20081101;MANHÃ;0;0;0;0;0;C;0;24,0;24,0;1;1;10,0;4,0;41,7;16,7;159,3;140,8;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
156024;21722203;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;B;232213033;F;20020321;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;15,0;10,0;62,5;41,7;298,1;273,6;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
156319;35921526;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;9º Ano EF;A;232111823;F;20040314;TARDE;0;0;0;0;0;C;0;11,0;11,0;1;1;17,0;11,0;70,8;45,8;282,9;255,9;Adequado;Básico;Suficiente;Suficiente;1
156546;26318021;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;F;20020913;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;14,0;9,0;58,3;37,5;300,5;271,2;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
156551;23738958;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;F;20021105;MANHÃ;0;0;0;0;0;C;0;18,0;18,0;1;1;15,0;9,0;62,5;37,5;316,0;281,9;Adequado;Básico;Suficiente;Suficiente;1
156875;25017009;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;C;232163972;M;20040809;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;17,0;19,0;70,8;79,2;274,5;352,2;Básico;Avançado;Suficiente;Avançado;1
157364;30543306;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;2º Ano EF;A;231601824;M;20120112;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;68,6;136,1;;;Insuficiente;Insuficiente;1
157611;24019815;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;A;232126953;F;20020506;MANHÃ;0;0;0;0;0;C;0;23,0;23,0;1;1;17,0;15,0;70,8;62,5;328,4;333,1;Adequado;Básico;Suficiente;Suficiente;1
157681;27040483;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;M;20081009;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;20,0;19,0;83,3;79,2;245,6;250,6;Adequado;Adequado;Suficiente;Suficiente;1
157735;31711382;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;3º Ano EF;A;231602228;F;20101212;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;182,9;194,6;Adequado;Básico;Suficiente;Suficiente;1
157890;22466236;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;M;20051103;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;15,0;14,0;62,5;58,3;249,2;296,3;Básico;Básico;Suficiente;Suficiente;1
158341;31647842;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;M;20110212;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;169,4;215,3;Básico;Adequado;Suficiente;Suficiente;1
158570;20139124;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;A;232242388;M;20020810;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;0;0;;;;;;;;;;;1
159196;24379315;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;EM-3ª série;B;232243972;F;20021219;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;21,0;20,0;87,5;83,3;372,4;373,2;Adequado;Adequado;Suficiente;Suficiente;1
159801;27390847;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;9º Ano EF;A;232248237;F;20050129;MANHÃ;0;0;0;0;0;C;0;24,0;24,0;0;0;;;;;;;;;;;1
160034;22441367;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;B;232091660;F;20050131;MANHÃ;0;0;0;0;0;C;0;20,0;20,0;1;1;9,0;12,0;37,5;50,0;205,4;267,3;Básico;Básico;Suficiente;Suficiente;1
160235;31320354;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;3º Ano EF;A;232084707;M;20100913;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;212,4;256,1;Adequado;Avançado;Suficiente;Avançado;1
160286;26917672;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;M;20050310;MANHÃ;0;0;0;0;0;C;0;10,0;10,0;1;1;17,0;11,0;70,8;45,8;287,7;256,7;Adequado;Básico;Suficiente;Suficiente;1
160335;28382971;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;B;231480138;M;20100802;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;215,1;304,7;Adequado;Avançado;Suficiente;Avançado;1
161662;22799648;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;F;231552290;M;20010627;NOITE;0;0;0;0;0;C;0;25,0;25,0;1;1;6,0;6,0;25,0;25,0;194,6;216,8;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
161888;22293807;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;A;231552423;M;20020929;MANHÃ;0;0;0;0;0;C;0;25,0;25,0;0;0;;;;;;;;;;;1
162322;27291777;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;B;232163899;M;20050217;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;0;20,0;;83,3;;309,6;;Adequado;;Suficiente;;1
162617;22435317;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;M;20020501;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;7,0;6,0;29,2;25,0;218,8;230,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
162978;30433968;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;3º Ano EF;A;232084707;F;20100726;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;181,3;194,3;Adequado;Básico;Suficiente;Suficiente;1
163297;27235756;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;B;231518333;F;20041121;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;1;1;21,0;9,0;87,5;37,5;325,0;265,0;Avançado;Básico;Avançado;Suficiente;1
163518;26042169;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918817;0;7º Ano EF;A;232247395;F;20061111;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;11,0;10,0;45,8;41,7;202,9;225,9;Básico;Básico;Suficiente;Suficiente;1
163597;31939255;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;B;231480138;M;20100819;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;174,4;185,8;Básico;Básico;Suficiente;Suficiente;1
164178;31296210;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;F;20110603;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;182,3;198,7;Adequado;Básico;Suficiente;Suficiente;1
164487;25604598;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;A;232230813;M;20050118;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;12,0;7,0;50,0;29,2;221,7;204,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
164911;29383953;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;C;232100016;M;20081203;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;17,0;22,0;70,8;91,7;215,8;319,4;Adequado;Avançado;Suficiente;Avançado;1
165353;26313416;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;F;20050828;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;1;1;13,0;10,0;54,2;41,7;246,2;249,7;Básico;Básico;Suficiente;Suficiente;1
